#,Date-Time (PDT),Temperature   (°C),Light   (lux),Host Connected,End of File
139,06-11-2024 05:46:16,12.82,428.16,,
140,06-11-2024 05:51:16,12.82,374.08,,
141,06-11-2024 05:56:16,12.87,461.12,,
142,06-11-2024 06:01:16,12.95,1103.04,,
143,06-11-2024 06:06:16,13.17,1915.52,,
144,06-11-2024 06:11:16,13.17,930.24,,
145,06-11-2024 06:16:16,13.17,1102.08,,
146,06-11-2024 06:21:16,13.12,1205.44,,
147,06-11-2024 06:26:16,13.38,2335.36,,
148,06-11-2024 06:31:16,13.47,2112.64,,
149,06-11-2024 06:36:16,13.60,1873.28,,
150,06-11-2024 06:41:16,13.68,2262.40,,
151,06-11-2024 06:46:16,13.81,2722.56,,
152,06-11-2024 06:51:16,13.94,3206.40,,
153,06-11-2024 06:56:16,14.33,3406.08,,
154,06-11-2024 07:01:16,14.24,3169.28,,
155,06-11-2024 07:06:16,14.37,3285.76,,
156,06-11-2024 07:11:16,14.45,2871.04,,
157,06-11-2024 07:16:16,14.28,2970.88,,
158,06-11-2024 07:21:16,14.50,3377.92,,
159,06-11-2024 07:26:16,14.71,3466.24,,
160,06-11-2024 07:31:16,14.67,3402.24,,
161,06-11-2024 07:36:16,14.71,4188.16,,
162,06-11-2024 07:41:16,14.71,2931.20,,
163,06-11-2024 07:46:16,14.50,2409.60,,
164,06-11-2024 07:51:16,14.54,3806.72,,
165,06-11-2024 07:56:16,14.58,3395.84,,
166,06-11-2024 08:01:16,14.84,5309.44,,
167,06-11-2024 08:06:16,15.14,6338.56,,
168,06-11-2024 08:11:16,15.53,6300.16,,
169,06-11-2024 08:16:16,15.40,4462.08,,
170,06-11-2024 08:21:16,15.48,6256.64,,
171,06-11-2024 08:26:16,15.48,6144.00,,
172,06-11-2024 08:31:16,15.40,5975.04,,
173,06-11-2024 08:36:16,15.48,7429.12,,
174,06-11-2024 08:41:16,16.04,14474.24,,
175,06-11-2024 08:46:16,17.37,14310.40,,
176,06-11-2024 08:51:16,17.20,9195.52,,
177,06-11-2024 08:56:16,17.50,9484.80,,
178,06-11-2024 09:01:16,17.20,11704.32,,
179,06-11-2024 09:06:16,18.10,24934.40,,
180,06-11-2024 09:11:16,18.10,18001.92,,
181,06-11-2024 09:16:16,18.66,17280.00,,
182,06-11-2024 09:21:16,19.13,22118.40,,
183,06-11-2024 09:26:16,20.42,39587.84,,
184,06-11-2024 09:31:16,25.35,27535.36,,
185,06-11-2024 09:36:16,23.34,14914.56,,
186,06-11-2024 09:41:16,21.49,18083.84,,
187,06-11-2024 09:46:16,20.46,18831.36,,
188,06-11-2024 09:51:16,20.20,19614.72,,
189,06-11-2024 09:56:16,21.23,23040.00,,
190,06-11-2024 10:01:16,26.08,38277.12,,
191,06-11-2024 10:06:16,26.64,80588.80,,
192,06-11-2024 10:11:16,27.02,28088.32,,
193,06-11-2024 10:16:16,24.49,17745.92,,
194,06-11-2024 10:21:16,22.26,12544.00,,
195,06-11-2024 10:26:16,21.32,15861.76,,
196,06-11-2024 10:31:16,19.52,10229.76,,
197,06-11-2024 10:36:16,18.92,14970.88,,
198,06-11-2024 10:41:16,18.40,10078.72,,
199,06-11-2024 10:46:16,18.96,15226.88,,
200,06-11-2024 10:51:16,18.44,15319.04,,
201,06-11-2024 10:56:16,28.44,63324.16,,
202,06-11-2024 11:01:16,32.77,30627.84,,
203,06-11-2024 11:06:16,35.26,28395.52,,
204,06-11-2024 11:11:16,36.81,78684.16,,
205,06-11-2024 11:16:16,37.02,32860.16,,
206,06-11-2024 11:21:16,33.20,33474.56,,
207,06-11-2024 11:26:16,36.46,84008.96,,
208,06-11-2024 11:31:16,36.76,69079.04,,
209,06-11-2024 11:36:16,34.06,46776.32,,
210,06-11-2024 11:41:16,28.23,16957.44,,
211,06-11-2024 11:46:16,26.81,20398.08,,
212,06-11-2024 11:51:16,24.88,35911.68,,
213,06-11-2024 11:56:16,26.21,26327.04,,
214,06-11-2024 12:01:16,28.27,37601.28,,
215,06-11-2024 12:06:16,29.94,39004.16,,
216,06-11-2024 12:11:16,33.50,67153.92,,
217,06-11-2024 12:16:16,37.41,69242.88,,
218,06-11-2024 12:21:16,40.24,70983.68,,
219,06-11-2024 12:26:16,42.25,73584.64,,
220,06-11-2024 12:31:16,42.90,74526.72,,
221,06-11-2024 12:36:16,42.60,74117.12,,
222,06-11-2024 12:41:16,42.30,73154.56,,
223,06-11-2024 12:46:16,42.55,71905.28,,
224,06-11-2024 12:51:16,42.08,71946.24,,
225,06-11-2024 12:56:16,42.21,70922.24,,
226,06-11-2024 13:01:16,41.78,69857.28,,
227,06-11-2024 13:06:16,40.92,66744.32,,
228,06-11-2024 13:11:16,41.35,69529.60,,
229,06-11-2024 13:16:16,41.87,70103.04,,
230,06-11-2024 13:21:16,41.70,69672.96,,
231,06-11-2024 13:26:16,41.70,69754.88,,
232,06-11-2024 13:31:16,41.01,68976.64,,
233,06-11-2024 13:36:16,42.13,68505.60,,
234,06-11-2024 13:41:16,43.11,69160.96,,
235,06-11-2024 13:46:16,42.81,68894.72,,
236,06-11-2024 13:51:16,42.73,67604.48,,
237,06-11-2024 13:56:16,42.64,66580.48,,
238,06-11-2024 14:01:16,41.95,67276.80,,
239,06-11-2024 14:06:16,41.48,63877.12,,
240,06-11-2024 14:11:16,37.92,19445.76,,
241,06-11-2024 14:16:16,36.55,66949.12,,
242,06-11-2024 14:21:16,38.82,66088.96,,
243,06-11-2024 14:26:16,39.68,65515.52,,
244,06-11-2024 14:31:16,39.98,60149.76,,
245,06-11-2024 14:36:16,39.42,59760.64,,
246,06-11-2024 14:41:16,40.32,60375.04,,
247,06-11-2024 14:46:16,39.59,58572.80,,
248,06-11-2024 14:51:16,38.61,58798.08,,
249,06-11-2024 14:56:16,35.99,11914.24,,
250,06-11-2024 15:01:16,34.49,55357.44,,
251,06-11-2024 15:06:16,33.85,56442.88,,
252,06-11-2024 15:11:16,34.45,57159.68,,
253,06-11-2024 15:16:16,37.15,63365.12,,
254,06-11-2024 15:21:16,38.69,64327.68,,
255,06-11-2024 15:26:16,34.40,20423.68,,
256,06-11-2024 15:31:16,27.37,9896.96,,
257,06-11-2024 15:36:16,25.57,48988.16,,
258,06-11-2024 15:41:16,28.91,48189.44,,
259,06-11-2024 15:46:16,29.13,41943.04,,
260,06-11-2024 15:51:16,27.93,28672.00,,
261,06-11-2024 15:56:16,28.53,32522.24,,
262,06-11-2024 16:01:16,32.13,47820.80,,
263,06-11-2024 16:06:16,34.75,59781.12,,
264,06-11-2024 16:11:16,32.30,19614.72,,
265,06-11-2024 16:16:16,32.30,27002.88,,
266,06-11-2024 16:21:16,30.16,21903.36,,
267,06-11-2024 16:26:16,32.13,28641.28,,
268,06-11-2024 16:31:16,31.44,42618.88,,
269,06-11-2024 16:36:16,30.33,23869.44,,
270,06-11-2024 16:41:16,30.11,53043.20,,
271,06-11-2024 16:46:16,30.03,22763.52,,
272,06-11-2024 16:51:16,32.09,49356.80,,
273,06-11-2024 16:56:16,26.47,13977.60,,
274,06-11-2024 17:01:16,22.95,12672.00,,
275,06-11-2024 17:06:16,20.46,10562.56,,
276,06-11-2024 17:11:16,19.56,25968.64,,
277,06-11-2024 17:16:16,19.95,18283.52,,
278,06-11-2024 17:21:16,25.35,37273.60,,
279,06-11-2024 17:26:16,28.27,39751.68,,
280,06-11-2024 17:31:16,30.24,36771.84,,
281,06-11-2024 17:36:16,30.54,34826.24,,
282,06-11-2024 17:41:16,25.48,12697.60,,
283,06-11-2024 17:46:16,22.82,15334.40,,
284,06-11-2024 17:51:16,23.21,32133.12,,
285,06-11-2024 17:56:16,25.27,20945.92,,
286,06-11-2024 18:01:16,23.12,12779.52,,
287,06-11-2024 18:06:16,21.79,22169.60,,
288,06-11-2024 18:11:16,23.25,24913.92,,
289,06-11-2024 18:16:16,24.41,24770.56,,
290,06-11-2024 18:21:16,24.32,18339.84,,
291,06-11-2024 18:26:16,21.66,13486.08,,
292,06-11-2024 18:31:16,21.62,20751.36,,
293,06-11-2024 18:36:16,19.86,10357.76,,
294,06-11-2024 18:41:16,18.83,9277.44,,
295,06-11-2024 18:46:16,18.66,11064.32,,
296,06-11-2024 18:51:16,18.40,10311.68,,
297,06-11-2024 18:56:16,18.19,10173.44,,
298,06-11-2024 19:01:16,17.67,10224.64,,
299,06-11-2024 19:06:16,17.93,10040.32,,
300,06-11-2024 19:11:16,17.29,7329.28,,
301,06-11-2024 19:16:16,16.47,5468.16,,
302,06-11-2024 19:21:16,16.08,5524.48,,
303,06-11-2024 19:26:16,16.30,6341.12,,
304,06-11-2024 19:31:16,16.17,6031.36,,
305,06-11-2024 19:36:16,16.08,5619.20,,
306,06-11-2024 19:41:16,15.96,5619.20,,
307,06-11-2024 19:46:16,15.83,5265.92,,
308,06-11-2024 19:51:16,15.70,4961.28,,
309,06-11-2024 19:56:16,15.44,4209.92,,
310,06-11-2024 20:01:16,15.10,3979.52,,
311,06-11-2024 20:06:16,14.80,3600.64,,
312,06-11-2024 20:11:16,14.41,2896.64,,
313,06-11-2024 20:16:16,13.98,2542.08,,
314,06-11-2024 20:21:16,13.64,2312.96,,
315,06-11-2024 20:26:16,13.47,2200.96,,
316,06-11-2024 20:31:16,13.25,1953.92,,
317,06-11-2024 20:36:16,13.00,1887.36,,
318,06-11-2024 20:41:16,13.00,1788.16,,
319,06-11-2024 20:46:16,12.87,1452.16,,
320,06-11-2024 20:51:16,12.57,1223.68,,
321,06-11-2024 20:56:16,12.40,980.80,,
322,06-11-2024 21:01:16,12.05,785.92,,
323,06-11-2024 21:06:16,11.79,591.68,,
324,06-11-2024 21:11:16,11.45,432.00,,
325,06-11-2024 21:16:16,11.15,303.76,,
326,06-11-2024 21:21:16,10.94,206.16,,
327,06-11-2024 21:26:16,10.64,134.04,,
328,06-11-2024 21:31:16,10.38,83.96,,
329,06-11-2024 21:36:16,10.12,47.54,,
330,06-11-2024 21:41:16,9.86,26.46,,
331,06-11-2024 21:46:16,9.65,13.05,,
332,06-11-2024 21:51:16,9.52,6.89,,
333,06-11-2024 21:56:16,9.48,3.35,,
334,06-11-2024 22:01:16,9.44,1.57,,
335,06-11-2024 22:06:16,9.31,0.78,,
336,06-11-2024 22:11:16,9.18,0.39,,
337,06-11-2024 22:16:16,9.14,0.00,,
338,06-11-2024 22:21:16,9.09,0.00,,
339,06-11-2024 22:26:16,9.05,0.00,,
340,06-11-2024 22:31:16,9.05,0.00,,
341,06-11-2024 22:36:16,9.05,0.00,,
342,06-11-2024 22:41:16,9.09,0.00,,
343,06-11-2024 22:46:16,9.22,0.00,,
344,06-11-2024 22:51:16,9.18,0.00,,
345,06-11-2024 22:56:16,9.14,0.00,,
346,06-11-2024 23:01:16,9.18,0.00,,
347,06-11-2024 23:06:16,9.35,0.00,,
348,06-11-2024 23:11:16,9.35,0.00,,
349,06-11-2024 23:16:16,9.31,0.00,,
350,06-11-2024 23:21:16,9.22,0.00,,
351,06-11-2024 23:26:16,9.18,0.00,,
352,06-11-2024 23:31:16,9.18,0.00,,
353,06-11-2024 23:36:16,9.22,0.00,,
354,06-11-2024 23:41:16,9.26,0.00,,
355,06-11-2024 23:46:16,9.26,0.00,,
356,06-11-2024 23:51:16,9.26,0.00,,
357,06-11-2024 23:56:16,9.31,0.00,,
358,06-12-2024 00:01:16,9.48,0.00,,
359,06-12-2024 00:06:16,9.78,0.00,,
360,06-12-2024 00:11:16,9.65,0.00,,
361,06-12-2024 00:16:16,9.56,0.00,,
362,06-12-2024 00:21:16,9.52,0.00,,
363,06-12-2024 00:26:16,9.48,0.00,,
364,06-12-2024 00:31:16,9.74,0.00,,
365,06-12-2024 00:36:16,10.21,0.00,,
366,06-12-2024 00:41:16,10.64,0.00,,
367,06-12-2024 00:46:16,10.85,0.00,,
368,06-12-2024 00:51:16,11.07,0.00,,
369,06-12-2024 00:56:16,11.15,0.00,,
370,06-12-2024 01:01:16,11.19,0.00,,
371,06-12-2024 01:06:16,11.19,0.00,,
372,06-12-2024 01:11:16,11.24,0.00,,
373,06-12-2024 01:16:16,11.24,0.00,,
374,06-12-2024 01:21:16,11.24,0.00,,
375,06-12-2024 01:26:16,11.19,0.00,,
376,06-12-2024 01:31:16,11.24,0.00,,
377,06-12-2024 01:36:16,11.24,0.00,,
378,06-12-2024 01:41:16,11.24,0.00,,
379,06-12-2024 01:46:16,11.28,0.00,,
380,06-12-2024 01:51:16,11.28,0.00,,
381,06-12-2024 01:56:16,11.24,0.00,,
382,06-12-2024 02:01:16,11.28,0.00,,
383,06-12-2024 02:06:16,11.32,0.00,,
384,06-12-2024 02:11:16,11.32,0.00,,
385,06-12-2024 02:16:16,11.24,0.00,,
386,06-12-2024 02:21:16,11.19,0.00,,
387,06-12-2024 02:26:16,11.11,0.00,,
388,06-12-2024 02:31:16,11.07,0.00,,
389,06-12-2024 02:36:16,10.98,0.00,,
390,06-12-2024 02:41:16,10.94,0.00,,
391,06-12-2024 02:46:16,10.89,0.00,,
392,06-12-2024 02:51:16,10.89,0.00,,
393,06-12-2024 02:56:16,10.81,0.00,,
394,06-12-2024 03:01:16,10.85,0.00,,
395,06-12-2024 03:06:16,10.77,0.00,,
396,06-12-2024 03:11:16,10.81,0.00,,
397,06-12-2024 03:16:16,10.64,0.00,,
398,06-12-2024 03:21:16,10.55,0.00,,
399,06-12-2024 03:26:16,10.34,0.00,,
400,06-12-2024 03:31:16,10.16,0.00,,
401,06-12-2024 03:36:16,10.08,0.00,,
402,06-12-2024 03:41:16,10.12,0.00,,
403,06-12-2024 03:46:16,10.08,0.00,,
404,06-12-2024 03:51:16,10.08,0.00,,
405,06-12-2024 03:56:16,10.08,0.00,,
406,06-12-2024 04:01:16,10.04,0.00,,
407,06-12-2024 04:06:16,10.08,0.00,,
408,06-12-2024 04:11:16,10.16,0.00,,
409,06-12-2024 04:16:16,10.16,0.19,,
410,06-12-2024 04:21:16,10.12,0.59,,
411,06-12-2024 04:26:16,10.08,1.18,,
412,06-12-2024 04:31:16,10.04,2.56,,
413,06-12-2024 04:36:16,10.08,4.92,,
414,06-12-2024 04:41:16,10.04,7.68,,
415,06-12-2024 04:46:16,10.04,14.04,,
416,06-12-2024 04:51:16,10.04,25.67,,
417,06-12-2024 04:56:16,10.04,40.80,,
418,06-12-2024 05:01:16,10.04,66.18,,
419,06-12-2024 05:06:16,10.04,92.64,,
420,06-12-2024 05:11:16,10.08,134.72,,
421,06-12-2024 05:16:16,10.08,226.88,,
422,06-12-2024 05:21:16,10.08,291.28,,
423,06-12-2024 05:26:16,10.16,380.80,,
424,06-12-2024 05:31:16,10.25,612.16,,
425,06-12-2024 05:36:16,10.42,1159.68,,
426,06-12-2024 05:41:16,10.68,1677.44,,
427,06-12-2024 05:46:16,10.85,1774.08,,
428,06-12-2024 05:51:16,10.94,1526.40,,
429,06-12-2024 05:56:16,10.72,1569.92,,
430,06-12-2024 06:01:16,10.59,1857.28,,
431,06-12-2024 06:06:16,10.64,1830.40,,
432,06-12-2024 06:11:16,10.68,2336.64,,
433,06-12-2024 06:16:16,10.94,2613.12,,
434,06-12-2024 06:21:16,10.98,2554.24,,
435,06-12-2024 06:26:16,11.02,2576.64,,
436,06-12-2024 06:31:16,11.07,3118.08,,
437,06-12-2024 06:36:16,11.15,3683.84,,
438,06-12-2024 06:41:16,10.98,3761.92,,
439,06-12-2024 06:46:16,10.77,3790.08,,
440,06-12-2024 06:51:16,10.51,3733.76,,
441,06-12-2024 06:56:16,10.38,3907.84,,
442,06-12-2024 07:01:16,11.79,21053.44,,
443,06-12-2024 07:06:16,16.26,21606.40,,
444,06-12-2024 07:11:16,17.63,7933.44,,
445,06-12-2024 07:16:16,16.56,20213.76,,
446,06-12-2024 07:21:16,17.63,12707.84,,
447,06-12-2024 07:26:16,16.43,18242.56,,
448,06-12-2024 07:31:16,17.54,24975.36,,
449,06-12-2024 07:36:16,20.33,28999.68,,
450,06-12-2024 07:41:16,23.51,35317.76,,
451,06-12-2024 07:46:16,25.82,34877.44,,
452,06-12-2024 07:51:16,24.41,22548.48,,
453,06-12-2024 07:56:16,22.95,12600.32,,
454,06-12-2024 08:01:16,21.10,13096.96,,
455,06-12-2024 08:06:16,19.65,10414.08,,
456,06-12-2024 08:11:16,18.44,9359.36,,
457,06-12-2024 08:16:16,17.89,11156.48,,
458,06-12-2024 08:21:16,18.83,12328.96,,
459,06-12-2024 08:26:16,20.68,12779.52,,
460,06-12-2024 08:31:16,19.90,13245.44,,
461,06-12-2024 08:36:16,19.47,7744.00,,
462,06-12-2024 08:41:16,17.89,5565.44,,
463,06-12-2024 08:46:16,16.60,6476.80,,
464,06-12-2024 08:51:16,15.74,6615.04,,
465,06-12-2024 08:56:16,15.40,9233.92,,
466,06-12-2024 09:01:16,15.74,12344.32,,
467,06-12-2024 09:06:16,16.00,11013.12,,
468,06-12-2024 09:11:16,15.96,11248.64,,
469,06-12-2024 09:16:16,16.60,20049.92,,
470,06-12-2024 09:21:16,19.26,31068.16,,
471,06-12-2024 09:26:16,26.47,63569.92,,
472,06-12-2024 09:31:16,35.18,75796.48,,
473,06-12-2024 09:36:16,37.79,68014.08,,
474,06-12-2024 09:41:16,41.05,70758.40,,
475,06-12-2024 09:46:16,42.81,35829.76,,
476,06-12-2024 09:51:16,38.26,26357.76,,
477,06-12-2024 09:56:16,41.57,82575.36,,
478,06-12-2024 10:01:16,36.68,20869.12,,
479,06-12-2024 10:06:16,30.11,19645.44,,
480,06-12-2024 10:11:16,35.35,70369.28,,
481,06-12-2024 10:16:16,38.44,69447.68,,
482,06-12-2024 10:21:16,39.64,67829.76,,
483,06-12-2024 10:26:16,40.24,67665.92,,
484,06-12-2024 10:31:16,40.67,71147.52,,
485,06-12-2024 10:36:16,41.70,71168.00,,
486,06-12-2024 10:41:16,41.48,71188.48,,
487,06-12-2024 10:46:16,41.52,70860.80,,
488,06-12-2024 10:51:16,42.00,71659.52,,
489,06-12-2024 10:56:16,41.22,72888.32,,
490,06-12-2024 11:01:16,40.58,73134.08,,
491,06-12-2024 11:06:16,41.22,74403.84,,
492,06-12-2024 11:11:16,39.47,70717.44,,
493,06-12-2024 11:16:16,39.42,71045.12,,
494,06-12-2024 11:21:16,40.11,71311.36,,
495,06-12-2024 11:26:16,40.28,71352.32,,
496,06-12-2024 11:31:16,40.19,70696.96,,
497,06-12-2024 11:36:16,38.61,71352.32,,
498,06-12-2024 11:41:16,38.52,69754.88,,
499,06-12-2024 11:46:16,37.58,71741.44,,
500,06-12-2024 11:51:16,35.43,35635.20,,
501,06-12-2024 11:56:16,32.82,40325.12,,
502,06-12-2024 12:01:16,30.37,31866.88,,
503,06-12-2024 12:06:16,27.84,42332.16,,
504,06-12-2024 12:11:16,31.44,43376.64,,
505,06-12-2024 12:16:16,36.16,77660.16,,
506,06-12-2024 12:21:16,39.17,71249.92,,
507,06-12-2024 12:26:16,39.42,75141.12,,
508,06-12-2024 12:31:16,40.41,76881.92,,
509,06-12-2024 12:36:16,39.64,57610.24,,
510,06-12-2024 12:41:16,36.08,32481.28,,
511,06-12-2024 12:46:16,37.71,72376.32,,
512,06-12-2024 12:51:16,39.21,72007.68,,
513,06-12-2024 12:56:16,41.65,71311.36,,
514,06-12-2024 13:01:16,40.92,70533.12,,
515,06-12-2024 13:06:16,41.44,71802.88,,
516,06-12-2024 13:11:16,40.84,70144.00,,
517,06-12-2024 13:16:16,41.83,69836.80,,
518,06-12-2024 13:21:16,42.51,69734.40,,
519,06-12-2024 13:26:16,42.73,71127.04,,
520,06-12-2024 13:31:16,41.78,69120.00,,
521,06-12-2024 13:36:16,41.44,68157.44,,
522,06-12-2024 13:41:16,40.32,68976.64,,
523,06-12-2024 13:46:16,40.37,68648.96,,
524,06-12-2024 13:51:16,41.40,67174.40,,
525,06-12-2024 13:56:16,42.00,66396.16,,
526,06-12-2024 14:01:16,42.90,65679.36,,
527,06-12-2024 14:06:16,42.43,65372.16,,
528,06-12-2024 14:11:16,42.17,65249.28,,
529,06-12-2024 14:16:16,41.95,62607.36,,
530,06-12-2024 14:21:16,41.91,63324.16,,
531,06-12-2024 14:26:16,41.05,62935.04,,
532,06-12-2024 14:31:16,40.58,59371.52,,
533,06-12-2024 14:36:16,40.75,59084.80,,
534,06-12-2024 14:41:16,40.84,60395.52,,
535,06-12-2024 14:46:16,41.01,59187.20,,
536,06-12-2024 14:51:16,41.83,57671.68,,
537,06-12-2024 14:56:16,41.35,57856.00,,
538,06-12-2024 15:01:16,40.88,55869.44,,
539,06-12-2024 15:06:16,40.92,53739.52,,
540,06-12-2024 15:11:16,40.19,53534.72,,
541,06-12-2024 15:16:16,40.50,53841.92,,
542,06-12-2024 15:21:16,40.97,52858.88,,
543,06-12-2024 15:26:16,40.41,52142.08,,
