#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
172,09-06-2024 05:27:01,11.62,66.16,5.53,,,
173,09-06-2024 05:32:01,11.62,66.32,5.56,,,
174,09-06-2024 05:37:01,12.01,75.46,7.82,,,
175,09-06-2024 05:42:01,12.98,69.68,7.59,,,
176,09-06-2024 05:47:01,13.38,67.34,7.47,,,
177,09-06-2024 05:52:01,13.39,63.91,6.71,,,
178,09-06-2024 05:57:01,13.37,69.32,7.89,,,
179,09-06-2024 06:02:01,13.67,77.51,9.83,,,
180,09-06-2024 06:07:01,15.02,65.80,8.69,,,
181,09-06-2024 06:12:01,15.45,68.05,9.60,,,
182,09-06-2024 06:17:01,15.44,62.65,8.36,,,
183,09-06-2024 06:22:01,15.37,67.89,9.49,,,
184,09-06-2024 06:27:01,15.48,64.94,8.94,,,
185,09-06-2024 06:32:01,15.59,65.12,9.08,,,
186,09-06-2024 06:37:01,15.66,64.43,8.99,,,
187,09-06-2024 06:42:01,15.66,64.89,9.09,,,
188,09-06-2024 06:47:01,15.68,64.73,9.07,,,
189,09-06-2024 06:52:01,15.69,64.70,9.08,,,
190,09-06-2024 06:57:01,15.71,64.84,9.13,,,
191,09-06-2024 07:02:01,15.91,76.42,11.79,,,
192,09-06-2024 07:07:01,17.01,64.78,10.35,,,
193,09-06-2024 07:12:01,17.32,68.71,11.53,,,
194,09-06-2024 07:17:01,17.57,65.12,10.96,,,
195,09-06-2024 07:22:01,17.69,65.07,11.06,,,
196,09-06-2024 07:27:01,17.79,64.83,11.10,,,
197,09-06-2024 07:32:01,17.73,64.38,10.94,,,
198,09-06-2024 07:37:01,17.70,64.64,10.97,,,
199,09-06-2024 07:42:01,17.71,64.68,10.99,,,
200,09-06-2024 07:47:01,17.72,64.68,11.00,,,
201,09-06-2024 07:52:01,17.72,64.73,11.01,,,
202,09-06-2024 07:57:01,17.73,64.74,11.02,,,
203,09-06-2024 08:02:01,17.92,77.74,14.00,,,
204,09-06-2024 08:07:01,19.08,64.66,12.28,,,
205,09-06-2024 08:12:01,19.44,68.29,13.46,,,
206,09-06-2024 08:17:01,19.66,64.66,12.84,,,
207,09-06-2024 08:22:01,19.69,64.81,12.91,,,
208,09-06-2024 08:27:01,19.73,64.30,12.82,,,
209,09-06-2024 08:32:01,19.75,64.43,12.87,,,
210,09-06-2024 08:37:01,19.76,64.32,12.86,,,
211,09-06-2024 08:42:01,19.77,64.24,12.84,,,
212,09-06-2024 08:47:01,19.77,64.13,12.82,,,
213,09-06-2024 08:52:01,19.77,64.13,12.82,,,
214,09-06-2024 08:57:01,19.78,64.14,12.83,,,
215,09-06-2024 09:02:01,19.96,75.08,15.43,,,
216,09-06-2024 09:07:01,21.03,63.51,13.86,,,
217,09-06-2024 09:12:01,21.40,67.55,15.16,,,
218,09-06-2024 09:17:01,21.67,64.99,14.82,,,
219,09-06-2024 09:22:01,21.76,63.53,14.55,,,
220,09-06-2024 09:27:01,21.76,63.51,14.56,,,
221,09-06-2024 09:32:01,21.77,63.21,14.49,,,
222,09-06-2024 09:37:01,21.77,63.21,14.49,,,
223,09-06-2024 09:42:01,21.77,63.33,14.52,,,
224,09-06-2024 09:47:01,21.79,63.33,14.53,,,
225,09-06-2024 09:52:01,21.78,63.45,14.56,,,
226,09-06-2024 09:57:01,21.80,63.36,14.56,,,
227,09-06-2024 10:02:01,21.80,63.38,14.55,,,
228,09-06-2024 10:07:01,21.80,63.36,14.55,,,
229,09-06-2024 10:12:01,21.78,63.39,14.54,,,
230,09-06-2024 10:17:01,21.76,63.40,14.53,,,
231,09-06-2024 10:22:01,21.76,63.46,14.54,,,
232,09-06-2024 10:27:01,21.78,63.66,14.61,,,
233,09-06-2024 10:32:01,21.80,63.78,14.66,,,
234,09-06-2024 10:37:01,21.83,63.28,14.56,,,
235,09-06-2024 10:42:01,21.80,63.51,14.59,,,
236,09-06-2024 10:47:01,21.80,63.45,14.57,,,
237,09-06-2024 10:52:01,21.79,63.46,14.57,,,
238,09-06-2024 10:57:01,21.79,63.51,14.58,,,
239,09-06-2024 11:02:01,21.79,63.46,14.57,,,
240,09-06-2024 11:07:01,21.78,63.45,14.56,,,
241,09-06-2024 11:12:01,21.77,63.55,14.57,,,
242,09-06-2024 11:17:01,21.78,63.46,14.56,,,
243,09-06-2024 11:22:01,21.78,63.57,14.58,,,
244,09-06-2024 11:27:01,21.80,63.70,14.63,,,
245,09-06-2024 11:32:01,21.80,63.42,14.57,,,
246,09-06-2024 11:37:01,21.80,63.61,14.61,,,
247,09-06-2024 11:42:01,21.80,63.62,14.62,,,
248,09-06-2024 11:47:01,21.80,63.77,14.66,,,
249,09-06-2024 11:52:01,21.81,63.85,14.68,,,
250,09-06-2024 11:57:01,21.83,63.54,14.62,,,
251,09-06-2024 12:02:01,21.86,63.65,14.68,,,
252,09-06-2024 12:07:01,21.85,63.28,14.58,,,
253,09-06-2024 12:12:01,21.82,63.49,14.60,,,
254,09-06-2024 12:17:01,21.80,63.54,14.59,,,
255,09-06-2024 12:22:01,21.81,63.69,14.64,,,
256,09-06-2024 12:27:01,21.83,63.62,14.64,,,
257,09-06-2024 12:32:01,21.83,63.61,14.64,,,
258,09-06-2024 12:37:01,21.83,63.61,14.64,,,
259,09-06-2024 12:42:01,21.83,63.53,14.62,,,
260,09-06-2024 12:47:01,21.81,63.69,14.64,,,
261,09-06-2024 12:52:01,21.84,63.78,14.69,,,
262,09-06-2024 12:57:01,21.87,63.77,14.71,,,
263,09-06-2024 13:02:01,21.85,63.60,14.66,,,
264,09-06-2024 13:07:01,21.85,63.57,14.65,,,
265,09-06-2024 13:12:01,21.83,63.77,14.68,,,
266,09-06-2024 13:17:01,21.80,63.61,14.62,,,
267,09-06-2024 13:22:01,21.80,63.74,14.64,,,
268,09-06-2024 13:27:01,21.81,63.93,14.70,,,
269,09-06-2024 13:32:01,21.86,63.48,14.64,,,
270,09-06-2024 13:37:01,21.85,63.49,14.63,,,
271,09-06-2024 13:42:01,21.85,63.42,14.61,,,
272,09-06-2024 13:47:01,21.85,63.43,14.62,,,
273,09-06-2024 13:52:01,21.88,63.45,14.65,,,
274,09-06-2024 13:57:01,21.65,74.80,17.00,,,
275,09-06-2024 14:02:01,21.39,75.68,16.94,,,
276,09-06-2024 14:07:01,21.22,75.75,16.80,,,
277,09-06-2024 14:12:01,21.16,76.02,16.78,,,
278,09-06-2024 14:17:01,21.13,75.59,16.67,,,
279,09-06-2024 14:22:01,21.11,75.79,16.70,,,
280,09-06-2024 14:27:01,21.11,75.70,16.68,,,
281,09-06-2024 14:32:01,21.12,75.77,16.70,,,
282,09-06-2024 14:37:01,21.15,75.33,16.63,,,
283,09-06-2024 14:42:01,21.19,75.05,16.62,,,
284,09-06-2024 14:47:01,21.17,74.47,16.48,,,
285,09-06-2024 14:52:01,21.19,74.75,16.55,,,
286,09-06-2024 14:57:01,21.22,73.66,16.35,,,
287,09-06-2024 15:02:01,21.19,74.35,16.47,,,
288,09-06-2024 15:07:01,21.25,73.75,16.40,,,
289,09-06-2024 15:12:01,21.24,73.50,16.34,,,
290,09-06-2024 15:17:01,21.25,73.14,16.27,,,
291,09-06-2024 15:22:01,21.27,73.13,16.28,,,
292,09-06-2024 15:27:01,21.31,72.74,16.24,,,
293,09-06-2024 15:32:01,21.31,72.62,16.21,,,
294,09-06-2024 15:37:01,21.31,72.54,16.20,,,
295,09-06-2024 15:42:01,21.33,72.33,16.18,,,
296,09-06-2024 15:47:01,21.35,72.21,16.16,,,
297,09-06-2024 15:52:01,21.40,71.97,16.15,,,
298,09-06-2024 15:57:01,21.39,71.74,16.10,,,
299,09-06-2024 16:02:01,21.37,71.63,16.05,,,
300,09-06-2024 16:07:01,21.42,71.92,16.17,,,
301,09-06-2024 16:12:01,21.43,70.74,15.91,,,
302,09-06-2024 16:17:01,21.38,71.23,15.98,,,
303,09-06-2024 16:22:01,21.43,71.46,16.07,,,
304,09-06-2024 16:27:01,21.49,70.77,15.98,,,
305,09-06-2024 16:32:01,21.47,70.78,15.97,,,
306,09-06-2024 16:37:01,21.47,70.56,15.91,,,
307,09-06-2024 16:42:01,21.47,70.56,15.92,,,
308,09-06-2024 16:47:01,21.50,70.32,15.89,,,
309,09-06-2024 16:52:01,21.51,69.89,15.81,,,
310,09-06-2024 16:57:01,21.51,69.96,15.82,,,
311,09-06-2024 17:02:01,21.28,57.53,12.58,,,
312,09-06-2024 17:07:01,20.03,69.95,14.40,,,
313,09-06-2024 17:12:01,19.73,69.08,13.92,,,
314,09-06-2024 17:17:01,19.68,69.80,14.03,,,
315,09-06-2024 17:22:01,19.66,69.57,13.96,,,
316,09-06-2024 17:27:01,19.62,68.74,13.74,,,
317,09-06-2024 17:32:01,19.55,69.54,13.85,,,
318,09-06-2024 17:37:01,19.55,69.27,13.79,,,
319,09-06-2024 17:42:01,19.56,69.41,13.83,,,
320,09-06-2024 17:47:01,19.57,69.49,13.85,,,
321,09-06-2024 17:52:01,19.59,69.22,13.82,,,
322,09-06-2024 17:57:01,19.60,69.18,13.82,,,
323,09-06-2024 18:02:01,19.39,59.70,11.37,,,
324,09-06-2024 18:07:01,18.19,69.14,12.46,,,
325,09-06-2024 18:12:01,17.33,63.69,10.40,,,
326,09-06-2024 18:17:01,16.20,68.92,10.51,,,
327,09-06-2024 18:22:01,15.77,68.93,10.10,,,
328,09-06-2024 18:27:01,15.64,69.59,10.11,,,
329,09-06-2024 18:32:01,15.61,69.94,10.16,,,
330,09-06-2024 18:37:01,15.61,70.00,10.17,,,
331,09-06-2024 18:42:01,15.61,69.92,10.16,,,
332,09-06-2024 18:47:01,15.60,69.86,10.13,,,
333,09-06-2024 18:52:01,15.59,69.82,10.12,,,
334,09-06-2024 18:57:01,15.59,69.64,10.08,,,
335,09-06-2024 19:02:01,15.39,62.75,8.34,,,
336,09-06-2024 19:07:01,14.37,70.48,9.09,,,
337,09-06-2024 19:12:01,13.87,68.71,8.23,,,
338,09-06-2024 19:17:01,13.70,69.65,8.27,,,
339,09-06-2024 19:22:01,13.62,69.97,8.26,,,
340,09-06-2024 19:27:01,13.60,70.16,8.28,,,
341,09-06-2024 19:32:01,13.59,70.38,8.32,,,
342,09-06-2024 19:37:01,13.60,70.40,8.33,,,
343,09-06-2024 19:42:01,13.62,70.31,8.33,,,
344,09-06-2024 19:47:01,13.62,70.41,8.35,,,
345,09-06-2024 19:52:01,12.99,65.87,6.77,,,
346,09-06-2024 19:57:01,12.20,68.93,6.68,,,
347,09-06-2024 20:02:01,11.80,70.09,6.54,,,
348,09-06-2024 20:07:01,11.64,70.75,6.52,,,
349,09-06-2024 20:12:01,11.58,71.29,6.57,,,
350,09-06-2024 20:17:01,11.56,71.14,6.53,,,
351,09-06-2024 20:22:01,11.57,71.19,6.54,,,
352,09-06-2024 20:27:01,11.55,71.10,6.51,,,
353,09-06-2024 20:32:01,11.58,71.08,6.53,,,
354,09-06-2024 20:37:01,11.58,71.22,6.56,,,
355,09-06-2024 20:42:01,11.58,71.01,6.51,,,
356,09-06-2024 20:47:01,11.58,70.87,6.49,,,
357,09-06-2024 20:52:01,11.58,71.01,6.51,,,
358,09-06-2024 20:57:01,11.58,70.90,6.49,,,
359,09-06-2024 21:02:01,11.58,70.71,6.45,,,
360,09-06-2024 21:07:01,11.58,70.77,6.47,,,
361,09-06-2024 21:12:01,11.59,70.57,6.43,,,
362,09-06-2024 21:17:01,11.59,70.65,6.45,,,
363,09-06-2024 21:22:01,11.59,70.52,6.43,,,
364,09-06-2024 21:27:01,11.58,70.56,6.42,,,
365,09-06-2024 21:32:01,11.60,70.42,6.41,,,
366,09-06-2024 21:37:01,11.60,70.46,6.42,,,
367,09-06-2024 21:42:01,11.58,70.08,6.32,,,
368,09-06-2024 21:47:01,11.56,70.50,6.39,,,
369,09-06-2024 21:52:01,11.58,70.51,6.41,,,
370,09-06-2024 21:57:01,11.58,70.30,6.37,,,
371,09-06-2024 22:02:01,11.59,70.19,6.36,,,
372,09-06-2024 22:07:01,11.62,70.12,6.37,,,
373,09-06-2024 22:12:01,11.61,70.33,6.40,,,
374,09-06-2024 22:17:01,11.59,70.05,6.33,,,
375,09-06-2024 22:22:01,11.59,70.04,6.33,,,
376,09-06-2024 22:27:01,11.59,70.03,6.32,,,
377,09-06-2024 22:32:01,11.59,69.79,6.28,,,
378,09-06-2024 22:37:01,11.59,70.03,6.32,,,
379,09-06-2024 22:42:01,11.58,69.96,6.30,,,
380,09-06-2024 22:47:01,11.59,69.94,6.31,,,
381,09-06-2024 22:52:01,11.59,69.89,6.30,,,
382,09-06-2024 22:57:01,11.59,69.87,6.29,,,
383,09-06-2024 23:02:01,11.55,69.56,6.19,,,
384,09-06-2024 23:07:01,11.55,69.86,6.25,,,
385,09-06-2024 23:12:01,11.54,70.19,6.31,,,
386,09-06-2024 23:17:01,11.59,69.73,6.26,,,
387,09-06-2024 23:22:01,11.60,69.82,6.29,,,
388,09-06-2024 23:27:01,11.60,69.72,6.27,,,
389,09-06-2024 23:32:01,11.59,69.56,6.23,,,
390,09-06-2024 23:37:01,11.59,69.58,6.23,,,
391,09-06-2024 23:42:01,11.59,69.57,6.23,,,
392,09-06-2024 23:47:01,11.59,69.52,6.21,,,
393,09-06-2024 23:52:01,11.59,69.54,6.23,,,
394,09-06-2024 23:57:01,11.59,69.71,6.26,,,
395,09-07-2024 00:02:01,11.59,69.41,6.19,,,
396,09-07-2024 00:07:01,11.57,69.32,6.16,,,
397,09-07-2024 00:12:01,11.56,69.47,6.18,,,
398,09-07-2024 00:17:01,11.57,69.61,6.22,,,
399,09-07-2024 00:22:01,11.59,69.38,6.19,,,
400,09-07-2024 00:27:01,11.59,69.29,6.17,,,
401,09-07-2024 00:32:01,11.59,69.28,6.16,,,
402,09-07-2024 00:37:01,11.59,69.40,6.19,,,
403,09-07-2024 00:42:01,11.59,69.25,6.16,,,
404,09-07-2024 00:47:01,11.59,69.25,6.16,,,
405,09-07-2024 00:52:01,11.59,69.20,6.16,,,
406,09-07-2024 00:57:01,11.59,69.23,6.15,,,
407,09-07-2024 01:02:01,11.59,69.41,6.20,,,
408,09-07-2024 01:07:01,11.60,69.19,6.16,,,
409,09-07-2024 01:12:01,11.60,69.12,6.14,,,
410,09-07-2024 01:17:01,11.59,69.25,6.16,,,
411,09-07-2024 01:22:01,11.59,69.21,6.16,,,
412,09-07-2024 01:27:01,11.60,69.28,6.18,,,
413,09-07-2024 01:32:01,11.61,69.21,6.17,,,
414,09-07-2024 01:37:01,11.62,69.11,6.16,,,
415,09-07-2024 01:42:01,11.62,69.07,6.15,,,
416,09-07-2024 01:47:01,11.61,69.16,6.16,,,
417,09-07-2024 01:52:01,11.61,69.12,6.15,,,
418,09-07-2024 01:57:01,11.59,68.88,6.09,,,
419,09-07-2024 02:02:01,11.57,69.06,6.10,,,
420,09-07-2024 02:07:01,11.57,69.05,6.10,,,
421,09-07-2024 02:12:01,11.57,69.20,6.13,,,
422,09-07-2024 02:17:01,11.59,69.02,6.11,,,
423,09-07-2024 02:22:01,11.58,69.06,6.11,,,
424,09-07-2024 02:27:01,11.60,69.04,6.13,,,
425,09-07-2024 02:32:01,11.60,68.86,6.09,,,
426,09-07-2024 02:37:01,11.60,68.81,6.08,,,
427,09-07-2024 02:42:01,11.61,69.05,6.14,,,
428,09-07-2024 02:47:01,11.59,68.84,6.08,,,
429,09-07-2024 02:52:01,11.58,68.75,6.05,,,
430,09-07-2024 02:57:01,11.57,69.05,6.10,,,
431,09-07-2024 03:02:01,11.59,69.05,6.12,,,
432,09-07-2024 03:07:01,11.59,68.88,6.09,,,
433,09-07-2024 03:12:01,11.60,68.85,6.09,,,
434,09-07-2024 03:17:01,11.61,68.82,6.09,,,
435,09-07-2024 03:22:01,11.59,68.83,6.08,,,
436,09-07-2024 03:27:01,11.59,68.87,6.08,,,
437,09-07-2024 03:32:01,11.59,68.83,6.07,,,
438,09-07-2024 03:37:01,11.59,68.82,6.07,,,
439,09-07-2024 03:42:01,11.59,68.83,6.08,,,
440,09-07-2024 03:47:01,11.61,68.78,6.08,,,
441,09-07-2024 03:52:01,11.61,68.74,6.07,,,
442,09-07-2024 03:57:01,11.60,68.86,6.09,,,
443,09-07-2024 04:02:01,11.59,68.67,6.04,,,
444,09-07-2024 04:07:01,11.59,68.77,6.07,,,
445,09-07-2024 04:12:01,11.60,68.59,6.03,,,
446,09-07-2024 04:17:01,11.60,68.72,6.06,,,
447,09-07-2024 04:22:01,11.60,68.73,6.06,,,
448,09-07-2024 04:27:01,11.61,68.67,6.06,,,
449,09-07-2024 04:32:01,11.60,68.45,6.00,,,
450,09-07-2024 04:37:01,11.58,68.44,5.98,,,
451,09-07-2024 04:42:01,11.58,68.77,6.05,,,
452,09-07-2024 04:47:01,11.59,68.74,6.05,,,
453,09-07-2024 04:52:01,11.59,68.59,6.03,,,
454,09-07-2024 04:57:01,11.59,68.67,6.04,,,
455,09-07-2024 05:02:01,11.59,68.68,6.04,,,
456,09-07-2024 05:07:01,11.58,68.65,6.02,,,
457,09-07-2024 05:12:01,11.59,68.59,6.03,,,
458,09-07-2024 05:17:01,11.59,68.52,6.01,,,
459,09-07-2024 05:22:01,11.59,68.64,6.04,,,
460,09-07-2024 05:27:01,11.60,68.43,6.00,,,
461,09-07-2024 05:32:01,11.60,68.65,6.05,,,
462,09-07-2024 05:37:01,12.11,77.51,8.31,,,
463,09-07-2024 05:42:01,13.06,68.59,7.43,,,
