#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
72,09-05-2024 21:03:22,11.90,85.39,9.54,,,
73,09-05-2024 21:08:22,11.84,89.77,10.23,,,
74,09-05-2024 21:13:22,11.86,90.14,10.31,,,
75,09-05-2024 21:18:22,11.75,87.47,9.75,,,
76,09-05-2024 21:23:22,11.88,91.15,10.50,,,
77,09-05-2024 21:28:22,11.88,91.32,10.52,,,
78,09-05-2024 21:33:22,11.80,90.61,10.33,,,
79,09-05-2024 21:38:22,11.92,91.48,10.59,,,
80,09-05-2024 21:43:22,11.98,90.82,10.54,,,
81,09-05-2024 21:48:22,11.96,87.20,9.91,,,
82,09-05-2024 21:53:22,11.97,84.07,9.38,,,
83,09-05-2024 21:58:22,11.90,85.88,9.62,,,
84,09-05-2024 22:03:22,11.86,88.21,9.99,,,
85,09-05-2024 22:08:22,11.78,87.77,9.83,,,
86,09-05-2024 22:13:22,11.87,85.57,9.54,,,
87,09-05-2024 22:18:22,11.96,91.42,10.62,,,
88,09-05-2024 22:23:22,12.01,91.81,10.74,,,
89,09-05-2024 22:28:22,12.06,91.20,10.68,,,
90,09-05-2024 22:33:22,12.01,86.66,9.86,,,
91,09-05-2024 22:38:22,11.82,86.20,9.60,,,
92,09-05-2024 22:43:22,11.65,86.37,9.46,,,
93,09-05-2024 22:48:22,11.92,93.53,10.92,,,
94,09-05-2024 22:53:22,12.10,91.17,10.72,,,
95,09-05-2024 22:58:22,11.92,90.57,10.44,,,
96,09-05-2024 23:03:22,12.03,91.17,10.65,,,
97,09-05-2024 23:08:22,12.05,88.58,10.24,,,
98,09-05-2024 23:13:22,12.01,85.36,9.64,,,
99,09-05-2024 23:18:22,11.86,92.06,10.63,,,
100,09-05-2024 23:23:22,12.04,90.75,10.59,,,
101,09-05-2024 23:28:22,12.08,89.56,10.43,,,
102,09-05-2024 23:33:22,12.09,86.43,9.91,,,
103,09-05-2024 23:38:22,11.86,87.91,9.93,,,
104,09-05-2024 23:43:22,11.87,87.79,9.93,,,
105,09-05-2024 23:48:22,11.81,85.16,9.41,,,
106,09-05-2024 23:53:22,11.81,88.13,9.92,,,
107,09-05-2024 23:58:22,11.90,92.21,10.69,,,
108,09-06-2024 00:03:22,11.78,88.01,9.87,,,
109,09-06-2024 00:08:22,11.93,87.67,9.96,,,
110,09-06-2024 00:13:22,11.66,86.87,9.56,,,
111,09-06-2024 00:18:22,11.96,92.21,10.75,,,
112,09-06-2024 00:23:22,12.03,90.65,10.56,,,
113,09-06-2024 00:28:22,12.11,87.13,10.05,,,
114,09-06-2024 00:33:22,11.93,89.35,10.25,,,
115,09-06-2024 00:38:22,11.86,88.66,10.06,,,
116,09-06-2024 00:43:22,11.80,88.52,9.98,,,
117,09-06-2024 00:48:22,11.76,88.55,9.94,,,
118,09-06-2024 00:53:22,11.72,88.62,9.91,,,
119,09-06-2024 00:58:22,11.70,88.69,9.91,,,
120,09-06-2024 01:03:22,11.78,93.21,10.73,,,
121,09-06-2024 01:08:22,12.20,92.05,10.96,,,
122,09-06-2024 01:13:22,12.15,88.86,10.39,,,
123,09-06-2024 01:18:22,12.05,88.27,10.18,,,
124,09-06-2024 01:23:22,11.94,88.19,10.07,,,
125,09-06-2024 01:28:22,11.85,88.25,9.98,,,
126,09-06-2024 01:33:22,11.79,88.31,9.93,,,
127,09-06-2024 01:38:22,11.73,88.36,9.89,,,
128,09-06-2024 01:43:22,11.70,88.46,9.87,,,
129,09-06-2024 01:48:22,12.14,92.24,10.93,,,
130,09-06-2024 01:53:22,12.30,92.94,11.21,,,
131,09-06-2024 01:58:22,12.20,90.99,10.79,,,
132,09-06-2024 02:03:22,12.12,87.45,10.12,,,
133,09-06-2024 02:08:22,11.97,89.96,10.39,,,
134,09-06-2024 02:13:22,11.97,89.40,10.30,,,
135,09-06-2024 02:18:22,11.96,89.00,10.22,,,
136,09-06-2024 02:23:22,11.92,88.95,10.17,,,
137,09-06-2024 02:28:22,11.90,88.86,10.14,,,
138,09-06-2024 02:33:22,11.88,88.89,10.12,,,
139,09-06-2024 02:38:22,11.86,88.84,10.09,,,
140,09-06-2024 02:43:22,11.84,88.87,10.08,,,
141,09-06-2024 02:48:22,11.84,88.89,10.08,,,
142,09-06-2024 02:53:22,11.81,88.85,10.04,,,
143,09-06-2024 02:58:22,11.79,88.87,10.03,,,
144,09-06-2024 03:03:22,11.77,88.93,10.02,,,
145,09-06-2024 03:08:22,11.77,88.91,10.02,,,
146,09-06-2024 03:13:22,11.76,89.03,10.02,,,
147,09-06-2024 03:18:22,11.76,89.40,10.08,,,
148,09-06-2024 03:23:22,12.27,91.34,10.92,,,
149,09-06-2024 03:28:22,12.33,92.73,11.20,,,
150,09-06-2024 03:33:22,12.42,85.81,10.12,,,
151,09-06-2024 03:38:22,12.13,88.93,10.38,,,
152,09-06-2024 03:43:22,12.01,88.25,10.14,,,
153,09-06-2024 03:48:22,11.91,88.29,10.05,,,
154,09-06-2024 03:53:22,11.85,88.42,10.01,,,
155,09-06-2024 03:58:22,11.79,88.55,9.98,,,
156,09-06-2024 04:03:22,11.75,88.68,9.95,,,
157,09-06-2024 04:08:22,11.72,88.78,9.94,,,
158,09-06-2024 04:13:22,11.73,91.88,10.46,,,
159,09-06-2024 04:18:22,12.08,90.56,10.59,,,
160,09-06-2024 04:23:22,12.19,90.61,10.71,,,
161,09-06-2024 04:28:22,12.21,91.44,10.87,,,
162,09-06-2024 04:33:22,12.14,91.17,10.75,,,
163,09-06-2024 04:38:22,12.08,86.86,9.98,,,
164,09-06-2024 04:43:22,12.04,89.36,10.36,,,
165,09-06-2024 04:48:22,12.08,92.48,10.91,,,
166,09-06-2024 04:53:22,12.03,88.82,10.26,,,
167,09-06-2024 04:58:22,12.02,88.54,10.20,,,
168,09-06-2024 05:03:22,12.07,93.69,11.10,,,
169,09-06-2024 05:08:22,12.16,91.60,10.85,,,
170,09-06-2024 05:13:22,12.16,90.35,10.64,,,
171,09-06-2024 05:18:22,12.05,81.75,9.04,,,
172,09-06-2024 05:23:22,11.58,87.39,9.57,,,
173,09-06-2024 05:28:22,11.73,92.58,10.58,,,
174,09-06-2024 05:33:22,11.77,89.14,10.05,,,
175,09-06-2024 05:38:22,12.45,96.50,11.92,,,
176,09-06-2024 05:43:22,13.49,96.20,12.91,,,
177,09-06-2024 05:48:22,13.97,94.18,13.06,,,
178,09-06-2024 05:53:22,14.28,92.39,13.08,,,
179,09-06-2024 05:58:22,14.10,89.56,12.43,,,
180,09-06-2024 06:03:22,14.44,95.48,13.74,,,
181,09-06-2024 06:08:22,15.67,95.43,14.96,,,
182,09-06-2024 06:13:22,16.15,86.56,13.93,,,
183,09-06-2024 06:18:22,16.30,86.61,14.08,,,
184,09-06-2024 06:23:22,16.37,83.62,13.61,,,
185,09-06-2024 06:28:22,16.38,88.26,14.45,,,
186,09-06-2024 06:33:22,16.48,83.46,13.69,,,
187,09-06-2024 06:38:22,16.33,89.65,14.65,,,
188,09-06-2024 06:43:22,16.24,83.80,13.52,,,
189,09-06-2024 06:48:22,16.41,88.30,14.49,,,
190,09-06-2024 06:53:22,16.51,86.36,14.25,,,
191,09-06-2024 06:58:22,16.52,86.06,14.20,,,
192,09-06-2024 07:03:22,16.96,93.78,15.97,,,
193,09-06-2024 07:08:22,17.84,91.13,16.39,,,
194,09-06-2024 07:13:22,18.37,86.92,16.17,,,
195,09-06-2024 07:18:22,18.66,84.40,15.99,,,
196,09-06-2024 07:23:22,18.44,84.09,15.72,,,
197,09-06-2024 07:28:22,18.50,84.77,15.91,,,
198,09-06-2024 07:33:22,18.69,84.62,16.06,,,
199,09-06-2024 07:38:22,18.64,86.05,16.28,,,
200,09-06-2024 07:43:22,18.63,86.82,16.41,,,
201,09-06-2024 07:48:22,18.76,83.21,15.87,,,
202,09-06-2024 07:53:22,18.73,82.66,15.74,,,
203,09-06-2024 07:58:22,18.68,82.57,15.67,,,
204,09-06-2024 08:03:22,19.07,91.33,17.65,,,
205,09-06-2024 08:08:22,20.09,85.29,17.57,,,
206,09-06-2024 08:13:22,20.53,83.00,17.57,,,
207,09-06-2024 08:18:22,20.80,82.02,17.64,,,
208,09-06-2024 08:23:22,20.84,75.16,16.30,,,
209,09-06-2024 08:28:22,20.70,82.32,17.60,,,
210,09-06-2024 08:33:22,20.84,80.51,17.39,,,
211,09-06-2024 08:38:22,20.90,80.22,17.38,,,
212,09-06-2024 08:43:22,20.93,80.10,17.39,,,
213,09-06-2024 08:48:22,20.98,79.99,17.41,,,
214,09-06-2024 08:53:22,20.80,74.11,16.04,,,
215,09-06-2024 08:58:22,20.64,77.31,16.55,,,
216,09-06-2024 09:03:22,21.09,89.81,19.38,,,
217,09-06-2024 09:08:22,22.09,82.56,19.00,,,
218,09-06-2024 09:13:22,22.46,80.15,18.89,,,
219,09-06-2024 09:18:22,22.70,79.21,18.94,,,
220,09-06-2024 09:23:22,22.89,78.80,19.04,,,
221,09-06-2024 09:28:22,23.06,78.35,19.11,,,
222,09-06-2024 09:33:22,23.23,78.05,19.21,,,
223,09-06-2024 09:38:22,23.23,74.40,18.45,,,
224,09-06-2024 09:43:22,23.08,77.01,18.85,,,
225,09-06-2024 09:48:22,22.87,77.24,18.70,,,
226,09-06-2024 09:53:22,23.09,77.19,18.90,,,
227,09-06-2024 09:58:22,22.93,75.88,18.47,,,
228,09-06-2024 10:03:22,23.09,77.56,18.98,,,
229,09-06-2024 10:08:22,23.18,75.82,18.70,,,
230,09-06-2024 10:13:22,23.01,77.28,18.84,,,
231,09-06-2024 10:18:22,22.97,77.27,18.80,,,
232,09-06-2024 10:23:22,22.96,77.37,18.81,,,
233,09-06-2024 10:28:22,22.98,77.37,18.83,,,
234,09-06-2024 10:33:22,23.01,77.37,18.86,,,
235,09-06-2024 10:38:22,23.05,77.25,18.87,,,
236,09-06-2024 10:43:22,23.09,77.20,18.90,,,
237,09-06-2024 10:48:22,23.13,77.04,18.91,,,
238,09-06-2024 10:53:22,23.16,77.00,18.93,,,
239,09-06-2024 10:58:22,23.19,76.82,18.92,,,
240,09-06-2024 11:03:22,23.23,76.65,18.93,,,
241,09-06-2024 11:08:22,23.27,75.47,18.72,,,
242,09-06-2024 11:13:22,22.87,75.42,18.31,,,
243,09-06-2024 11:18:22,22.85,77.57,18.75,,,
244,09-06-2024 11:23:22,23.03,77.49,18.90,,,
245,09-06-2024 11:28:22,23.16,72.05,17.86,,,
246,09-06-2024 11:33:22,23.00,78.28,19.04,,,
247,09-06-2024 11:38:22,23.05,79.55,19.35,,,
248,09-06-2024 11:43:22,23.05,77.06,18.83,,,
249,09-06-2024 11:48:22,23.01,77.67,18.93,,,
250,09-06-2024 11:53:22,22.98,75.48,18.43,,,
251,09-06-2024 11:58:22,22.79,75.28,18.21,,,
252,09-06-2024 12:03:22,23.06,74.91,18.39,,,
253,09-06-2024 12:08:22,23.22,73.47,18.23,,,
254,09-06-2024 12:13:22,23.12,73.45,18.14,,,
255,09-06-2024 12:18:22,23.12,75.38,18.55,,,
256,09-06-2024 12:23:22,22.88,74.26,18.08,,,
257,09-06-2024 12:28:22,23.07,73.33,18.06,,,
258,09-06-2024 12:33:22,22.95,76.30,18.58,,,
259,09-06-2024 12:38:22,22.98,76.70,18.69,,,
260,09-06-2024 12:43:22,23.08,76.55,18.76,,,
261,09-06-2024 12:48:22,23.18,76.40,18.83,,,
262,09-06-2024 12:53:22,23.28,76.17,18.87,,,
263,09-06-2024 12:58:22,23.14,72.18,17.88,,,
264,09-06-2024 13:03:22,22.79,79.86,19.15,,,
265,09-06-2024 13:08:22,23.01,79.37,19.27,,,
266,09-06-2024 13:13:22,23.10,75.16,18.48,,,
267,09-06-2024 13:18:22,22.91,82.42,19.78,,,
268,09-06-2024 13:23:22,23.06,79.50,19.35,,,
269,09-06-2024 13:28:22,23.15,79.31,19.39,,,
270,09-06-2024 13:33:22,23.21,75.23,18.60,,,
271,09-06-2024 13:38:22,23.21,75.76,18.72,,,
272,09-06-2024 13:43:22,23.21,75.39,18.64,,,
273,09-06-2024 13:48:22,23.19,71.14,17.70,,,
274,09-06-2024 13:53:22,22.98,75.46,18.43,,,
275,09-06-2024 13:58:22,23.16,78.37,19.21,,,
276,09-06-2024 14:03:22,23.12,81.06,19.72,,,
277,09-06-2024 14:08:22,23.27,77.82,19.20,,,
278,09-06-2024 14:13:22,23.16,78.10,19.15,,,
279,09-06-2024 14:18:22,23.10,78.06,19.09,,,
280,09-06-2024 14:23:22,23.07,78.07,19.06,,,
281,09-06-2024 14:28:22,23.03,78.13,19.04,,,
282,09-06-2024 14:33:22,23.02,78.13,19.03,,,
283,09-06-2024 14:38:22,23.01,78.08,19.01,,,
284,09-06-2024 14:43:22,23.00,78.17,19.02,,,
285,09-06-2024 14:48:22,23.51,78.83,19.64,,,
286,09-06-2024 14:53:22,23.43,76.61,19.11,,,
287,09-06-2024 14:58:22,23.29,85.00,20.66,,,
288,09-06-2024 15:03:22,23.46,76.65,19.15,,,
289,09-06-2024 15:08:22,23.37,84.41,20.62,,,
290,09-06-2024 15:13:22,23.40,83.49,20.47,,,
291,09-06-2024 15:18:22,23.51,77.01,19.27,,,
292,09-06-2024 15:23:22,23.27,76.14,18.86,,,
293,09-06-2024 15:28:22,23.05,76.20,18.66,,,
294,09-06-2024 15:33:22,23.33,78.87,19.48,,,
295,09-06-2024 15:38:22,23.19,75.21,18.58,,,
296,09-06-2024 15:43:22,23.36,75.88,18.89,,,
297,09-06-2024 15:48:22,23.36,76.22,18.96,,,
298,09-06-2024 15:53:22,23.25,80.43,19.72,,,
299,09-06-2024 15:58:22,23.35,76.58,19.03,,,
300,09-06-2024 16:03:22,23.31,79.34,19.56,,,
301,09-06-2024 16:08:22,23.32,73.38,18.31,,,
302,09-06-2024 16:13:22,23.02,75.72,18.53,,,
303,09-06-2024 16:18:22,23.02,85.81,20.54,,,
304,09-06-2024 16:23:22,23.19,74.52,18.44,,,
305,09-06-2024 16:28:22,23.35,75.47,18.79,,,
306,09-06-2024 16:33:22,23.40,75.80,18.92,,,
307,09-06-2024 16:38:22,23.41,74.88,18.73,,,
308,09-06-2024 16:43:22,23.36,76.48,19.01,,,
309,09-06-2024 16:48:22,23.30,79.40,19.56,,,
310,09-06-2024 16:53:22,23.15,74.15,18.31,,,
311,09-06-2024 16:58:22,23.20,76.73,18.91,,,
312,09-06-2024 17:03:22,22.68,60.18,14.58,,,
313,09-06-2024 17:08:22,21.73,73.73,16.85,,,
314,09-06-2024 17:13:22,21.29,79.76,17.68,,,
315,09-06-2024 17:18:22,21.33,77.26,17.21,,,
316,09-06-2024 17:23:22,21.18,78.76,17.37,,,
317,09-06-2024 17:28:22,21.09,74.69,16.44,,,
318,09-06-2024 17:33:22,21.01,78.78,17.21,,,
319,09-06-2024 17:38:22,21.05,78.02,17.10,,,
320,09-06-2024 17:43:22,21.13,77.57,17.08,,,
321,09-06-2024 17:48:22,21.19,77.44,17.11,,,
322,09-06-2024 17:53:22,21.23,77.31,17.13,,,
323,09-06-2024 17:58:22,21.25,77.26,17.13,,,
324,09-06-2024 18:03:22,20.45,58.25,11.99,,,
325,09-06-2024 18:08:22,19.09,74.12,14.40,,,
326,09-06-2024 18:13:22,17.91,69.10,12.18,,,
327,09-06-2024 18:18:22,17.17,74.26,12.57,,,
328,09-06-2024 18:23:22,16.76,82.98,13.88,,,
329,09-06-2024 18:28:22,16.66,83.45,13.87,,,
330,09-06-2024 18:33:22,16.50,81.05,13.25,,,
331,09-06-2024 18:38:22,16.50,76.30,12.33,,,
332,09-06-2024 18:43:22,16.57,81.56,13.42,,,
333,09-06-2024 18:48:22,16.55,75.44,12.21,,,
334,09-06-2024 18:53:22,16.51,77.10,12.50,,,
335,09-06-2024 18:58:22,16.51,78.14,12.71,,,
336,09-06-2024 19:03:22,15.73,66.89,9.61,,,
337,09-06-2024 19:08:22,14.91,78.40,11.20,,,
338,09-06-2024 19:13:22,14.62,77.86,10.81,,,
339,09-06-2024 19:18:22,14.44,82.93,11.59,,,
340,09-06-2024 19:23:22,14.34,86.90,12.20,,,
341,09-06-2024 19:28:22,14.39,80.72,11.13,,,
342,09-06-2024 19:33:22,14.19,80.16,10.83,,,
343,09-06-2024 19:38:22,14.02,87.19,11.94,,,
344,09-06-2024 19:43:22,14.34,88.86,12.54,,,
345,09-06-2024 19:48:22,14.36,88.24,12.45,,,
346,09-06-2024 19:53:22,13.14,80.25,9.83,,,
347,09-06-2024 19:58:22,12.38,77.57,8.59,,,
348,09-06-2024 20:03:22,12.09,80.82,8.91,,,
349,09-06-2024 20:08:22,12.00,82.91,9.20,,,
350,09-06-2024 20:13:22,11.97,86.43,9.79,,,
351,09-06-2024 20:18:22,11.99,90.31,10.47,,,
352,09-06-2024 20:23:22,11.98,90.21,10.44,,,
353,09-06-2024 20:28:22,11.90,84.36,9.36,,,
354,09-06-2024 20:33:22,11.77,92.15,10.55,,,
355,09-06-2024 20:38:22,11.84,91.27,10.48,,,
356,09-06-2024 20:43:22,11.94,89.99,10.36,,,
357,09-06-2024 20:48:22,12.05,85.49,9.71,,,
358,09-06-2024 20:53:22,11.92,87.22,9.88,,,
359,09-06-2024 20:58:22,11.94,86.79,9.82,,,
360,09-06-2024 21:03:22,11.84,88.66,10.04,,,
361,09-06-2024 21:08:22,11.84,88.44,10.00,,,
362,09-06-2024 21:13:22,11.81,88.38,9.96,,,
363,09-06-2024 21:18:22,11.79,88.32,9.94,,,
364,09-06-2024 21:23:22,11.78,88.32,9.92,,,
365,09-06-2024 21:28:22,11.77,88.33,9.91,,,
366,09-06-2024 21:33:22,11.73,88.29,9.87,,,
367,09-06-2024 21:38:22,11.70,88.31,9.84,,,
368,09-06-2024 21:43:22,11.67,88.32,9.82,,,
369,09-06-2024 21:48:22,11.90,94.46,11.05,,,
370,09-06-2024 21:53:22,12.21,93.76,11.25,,,
371,09-06-2024 21:58:22,12.26,92.97,11.17,,,
372,09-06-2024 22:03:22,12.19,85.84,9.90,,,
373,09-06-2024 22:08:22,12.10,92.07,10.87,,,
374,09-06-2024 22:13:22,11.90,88.24,10.03,,,
375,09-06-2024 22:18:22,11.73,87.85,9.80,,,
376,09-06-2024 22:23:22,12.05,94.17,11.15,,,
377,09-06-2024 22:28:22,12.13,89.56,10.48,,,
378,09-06-2024 22:33:22,11.89,87.50,9.89,,,
379,09-06-2024 22:38:22,11.97,94.35,11.11,,,
380,09-06-2024 22:43:22,12.10,94.01,11.18,,,
381,09-06-2024 22:48:22,12.14,93.20,11.09,,,
382,09-06-2024 22:53:22,12.01,91.47,10.68,,,
383,09-06-2024 22:58:22,12.10,92.15,10.88,,,
384,09-06-2024 23:03:22,12.03,90.75,10.58,,,
385,09-06-2024 23:08:22,11.92,92.25,10.72,,,
386,09-06-2024 23:13:22,11.84,92.06,10.60,,,
387,09-06-2024 23:18:22,11.92,92.87,10.82,,,
388,09-06-2024 23:23:22,11.93,92.54,10.77,,,
389,09-06-2024 23:28:22,11.96,92.21,10.75,,,
390,09-06-2024 23:33:22,11.99,92.30,10.79,,,
391,09-06-2024 23:38:22,11.96,89.85,10.36,,,
392,09-06-2024 23:43:22,11.86,89.39,10.18,,,
393,09-06-2024 23:48:22,11.77,89.38,10.10,,,
394,09-06-2024 23:53:22,11.69,89.43,10.03,,,
395,09-06-2024 23:58:22,11.65,89.51,9.99,,,
396,09-07-2024 00:03:22,11.97,94.87,11.18,,,
397,09-07-2024 00:08:22,12.12,90.09,10.56,,,
398,09-07-2024 00:13:22,12.13,89.94,10.55,,,
399,09-07-2024 00:18:22,12.09,92.28,10.89,,,
400,09-07-2024 00:23:22,12.08,90.90,10.65,,,
401,09-07-2024 00:28:22,12.11,88.97,10.36,,,
402,09-07-2024 00:33:22,11.98,92.55,10.83,,,
403,09-07-2024 00:38:22,12.01,90.11,10.45,,,
404,09-07-2024 00:43:22,11.94,90.27,10.41,,,
405,09-07-2024 00:48:22,12.02,93.95,11.09,,,
406,09-07-2024 00:53:22,11.80,87.88,9.87,,,
407,09-07-2024 00:58:22,11.91,92.60,10.77,,,
408,09-07-2024 01:03:22,11.97,91.30,10.61,,,
409,09-07-2024 01:08:22,12.00,93.09,10.93,,,
410,09-07-2024 01:13:22,12.09,89.28,10.39,,,
411,09-07-2024 01:18:22,11.94,92.91,10.84,,,
412,09-07-2024 01:23:22,11.91,93.88,10.97,,,
413,09-07-2024 01:28:22,12.04,92.36,10.85,,,
414,09-07-2024 01:33:22,12.01,91.23,10.64,,,
415,09-07-2024 01:38:22,11.99,90.96,10.57,,,
416,09-07-2024 01:43:22,11.97,90.88,10.54,,,
417,09-07-2024 01:48:22,11.94,90.95,10.53,,,
418,09-07-2024 01:53:22,11.94,90.94,10.52,,,
419,09-07-2024 01:58:22,11.93,90.97,10.51,,,
420,09-07-2024 02:03:22,11.94,90.97,10.52,,,
421,09-07-2024 02:08:22,11.94,90.99,10.52,,,
422,09-07-2024 02:13:22,11.94,90.93,10.52,,,
423,09-07-2024 02:18:22,11.94,90.91,10.52,,,
424,09-07-2024 02:23:22,11.94,90.91,10.51,,,
425,09-07-2024 02:28:22,11.93,90.89,10.50,,,
426,09-07-2024 02:33:22,11.93,90.84,10.49,,,
427,09-07-2024 02:38:22,11.91,90.83,10.48,,,
428,09-07-2024 02:43:22,11.90,90.80,10.46,,,
429,09-07-2024 02:48:22,11.90,90.85,10.46,,,
430,09-07-2024 02:53:22,11.89,90.84,10.45,,,
431,09-07-2024 02:58:22,11.88,90.82,10.44,,,
432,09-07-2024 03:03:22,11.87,90.82,10.43,,,
433,09-07-2024 03:08:22,11.86,90.76,10.42,,,
434,09-07-2024 03:13:22,11.86,90.91,10.44,,,
435,09-07-2024 03:18:22,11.85,90.93,10.43,,,
436,09-07-2024 03:23:22,11.86,90.90,10.43,,,
437,09-07-2024 03:28:22,11.85,90.88,10.42,,,
438,09-07-2024 03:33:22,11.84,90.90,10.41,,,
439,09-07-2024 03:38:22,11.84,90.90,10.41,,,
440,09-07-2024 03:43:22,11.84,90.90,10.41,,,
441,09-07-2024 03:48:22,11.83,90.97,10.41,,,
442,09-07-2024 03:53:22,11.83,90.96,10.41,,,
443,09-07-2024 03:58:22,11.82,90.93,10.40,,,
444,09-07-2024 04:03:22,11.82,90.95,10.40,,,
445,09-07-2024 04:08:22,11.81,90.91,10.39,,,
446,09-07-2024 04:13:22,11.81,90.95,10.39,,,
447,09-07-2024 04:18:22,11.81,90.93,10.39,,,
448,09-07-2024 04:23:22,11.81,91.01,10.40,,,
449,09-07-2024 04:28:22,11.80,91.01,10.40,,,
450,09-07-2024 04:33:22,11.80,90.99,10.39,,,
451,09-07-2024 04:38:22,11.80,90.95,10.39,,,
452,09-07-2024 04:43:22,11.79,90.92,10.37,,,
453,09-07-2024 04:48:22,11.79,90.98,10.38,,,
454,09-07-2024 04:53:22,11.79,90.98,10.38,,,
455,09-07-2024 04:58:22,11.78,90.93,10.36,,,
456,09-07-2024 05:03:22,11.77,91.00,10.36,,,
457,09-07-2024 05:08:22,12.31,95.43,11.62,,,
458,09-07-2024 05:13:22,12.41,92.99,11.32,,,
459,09-07-2024 05:18:22,12.38,92.03,11.14,,,
460,09-07-2024 05:23:22,12.25,84.36,9.70,,,
461,09-07-2024 05:28:22,11.97,91.35,10.61,,,
462,09-07-2024 05:33:22,11.90,92.49,10.74,,,
463,09-07-2024 05:38:22,12.54,97.08,12.10,,,
