#,Date-Time (PDT),Ch:1 - Temperature   (°C),Ch:2 - RH   (%),Dew Point   (°C),Host Connected,End of File
96,06/25/2024 06:18:11,11.42,90.23,9.89,,
97,06/25/2024 06:28:11,11.78,90.32,10.26,,
98,06/25/2024 06:38:11,12.40,89.40,10.71,,
99,06/25/2024 06:48:11,12.91,85.56,10.56,,
100,06/25/2024 06:58:11,13.16,85.35,10.77,,
101,06/25/2024 07:08:11,13.14,85.40,10.76,,
102,06/25/2024 07:18:11,13.66,84.72,11.15,,
103,06/25/2024 07:28:11,16.86,74.95,12.41,,
104,06/25/2024 07:38:11,19.25,65.40,12.62,,
105,06/25/2024 07:48:11,20.63,61.54,13.00,,
106,06/25/2024 07:58:11,21.39,59.28,13.14,,
107,06/25/2024 08:08:11,22.02,53.90,12.27,,
108,06/25/2024 08:18:11,22.61,54.66,13.03,,
109,06/25/2024 08:28:11,23.08,52.96,12.98,,
110,06/25/2024 08:38:11,23.05,53.39,13.08,,
111,06/25/2024 08:48:11,22.97,53.58,13.06,,
112,06/25/2024 08:58:11,23.16,52.59,12.96,,
113,06/25/2024 09:08:11,23.61,53.92,13.76,,
114,06/25/2024 09:18:11,24.13,54.06,14.28,,
115,06/25/2024 09:28:11,24.53,56.05,15.20,,
116,06/25/2024 09:38:11,24.84,54.77,15.14,,
117,06/25/2024 09:48:11,25.44,53.49,15.32,,
118,06/25/2024 09:58:11,23.98,54.21,14.18,,
119,06/25/2024 10:08:11,24.27,56.76,15.16,,
120,06/25/2024 10:18:11,24.90,55.10,15.29,,
121,06/25/2024 10:28:11,25.86,50.65,14.86,,
122,06/25/2024 10:38:11,26.70,49.15,15.17,,
123,06/25/2024 10:48:11,26.99,51.78,16.25,,
124,06/25/2024 10:58:11,27.98,48.86,16.25,,
125,06/25/2024 11:08:11,28.04,48.13,16.07,,
126,06/25/2024 11:18:11,27.95,49.43,16.40,,
127,06/25/2024 11:28:11,28.42,46.86,15.99,,
128,06/25/2024 11:38:11,28.44,49.95,17.02,,
129,06/25/2024 11:48:11,28.78,45.20,15.76,,
130,06/25/2024 11:58:11,28.38,48.77,16.58,,
131,06/25/2024 12:08:11,28.06,50.72,16.91,,
132,06/25/2024 12:18:11,27.08,51.48,16.24,,
133,06/25/2024 12:28:11,27.15,54.18,17.12,,
134,06/25/2024 12:38:11,27.53,49.83,16.14,,
135,06/25/2024 12:48:11,28.18,48.80,16.41,,
136,06/25/2024 12:58:11,28.62,49.52,17.05,,
137,06/25/2024 13:08:11,28.93,47.82,16.78,,
138,06/25/2024 13:18:11,28.80,46.56,16.24,,
139,06/25/2024 13:28:11,28.53,49.59,16.98,,
140,06/25/2024 13:38:11,28.60,46.97,16.19,,
141,06/25/2024 13:48:11,28.25,50.51,17.01,,
142,06/25/2024 13:58:11,28.52,47.20,16.19,,
143,06/25/2024 14:08:11,28.76,49.91,17.30,,
144,06/25/2024 14:18:11,28.49,50.14,17.12,,
145,06/25/2024 14:28:11,28.31,49.11,16.63,,
146,06/25/2024 14:38:11,27.55,50.07,16.24,,
147,06/25/2024 14:48:11,27.38,50.70,16.28,,
148,06/25/2024 14:58:11,27.02,47.67,14.99,,
149,06/25/2024 15:08:11,27.11,51.58,16.30,,
150,06/25/2024 15:18:11,27.36,50.80,16.29,,
151,06/25/2024 15:28:11,26.22,54.42,16.32,,
152,06/25/2024 15:38:11,25.97,52.90,15.65,,
153,06/25/2024 15:48:11,25.29,56.62,16.07,,
154,06/25/2024 15:58:11,24.34,58.71,15.76,,
155,06/25/2024 16:08:11,23.47,58.42,14.87,,
156,06/25/2024 16:18:11,22.94,63.19,15.59,,
157,06/25/2024 16:28:11,22.93,62.21,15.33,,
158,06/25/2024 16:38:11,22.27,64.24,15.22,,
159,06/25/2024 16:48:11,21.93,65.73,15.25,,
160,06/25/2024 16:58:11,21.96,64.89,15.08,,
161,06/25/2024 17:08:11,21.87,64.94,15.00,,
162,06/25/2024 17:18:11,21.40,66.05,14.82,,
163,06/25/2024 17:28:11,21.13,65.54,14.44,,
164,06/25/2024 17:38:11,20.89,66.49,14.44,,
165,06/25/2024 17:48:11,20.42,66.38,13.96,,
166,06/25/2024 17:58:11,20.02,66.66,13.65,,
167,06/25/2024 18:08:11,19.91,69.22,14.13,,
168,06/25/2024 18:18:11,19.86,68.91,14.01,,
169,06/25/2024 18:28:11,19.69,68.58,13.77,,
170,06/25/2024 18:38:11,19.51,70.34,13.98,,
171,06/25/2024 18:48:11,19.39,69.47,13.68,,
172,06/25/2024 18:58:11,19.15,70.43,13.66,,
173,06/25/2024 19:08:11,18.91,71.29,13.61,,
174,06/25/2024 19:18:11,18.94,71.44,13.68,,
175,06/25/2024 19:28:11,18.85,72.51,13.82,,
176,06/25/2024 19:38:11,18.62,72.10,13.51,,
177,06/25/2024 19:48:11,18.71,70.49,13.26,,
178,06/25/2024 19:58:11,18.83,68.75,12.99,,
179,06/25/2024 20:08:11,18.62,69.67,12.98,,
180,06/25/2024 20:18:11,18.36,70.75,12.97,,
181,06/25/2024 20:28:11,17.99,72.18,12.93,,
182,06/25/2024 20:38:11,17.67,73.72,12.94,,
183,06/25/2024 20:48:11,17.47,74.27,12.86,,
184,06/25/2024 20:58:11,17.26,76.17,13.05,,
185,06/25/2024 21:08:11,17.06,78.18,13.25,,
186,06/25/2024 21:18:11,16.92,78.50,13.18,,
187,06/25/2024 21:28:11,16.80,79.80,13.31,,
188,06/25/2024 21:38:11,16.79,80.65,13.47,,
189,06/25/2024 21:48:11,16.85,80.83,13.55,,
190,06/25/2024 21:58:11,16.80,80.32,13.41,,
191,06/25/2024 22:08:11,16.62,80.53,13.27,,
192,06/25/2024 22:18:11,16.62,80.36,13.24,,
193,06/25/2024 22:28:11,16.64,79.66,13.13,,
194,06/25/2024 22:38:11,16.59,79.93,13.13,,
195,06/25/2024 22:48:11,16.58,80.42,13.21,,
196,06/25/2024 22:58:11,16.55,79.53,13.01,,
197,06/25/2024 23:08:11,16.55,79.80,13.06,,
198,06/25/2024 23:18:11,16.59,79.39,13.03,,
199,06/25/2024 23:28:11,16.55,80.25,13.15,,
200,06/25/2024 23:38:11,16.48,81.64,13.35,,
201,06/25/2024 23:48:11,16.36,79.17,12.76,,
202,06/25/2024 23:58:11,16.21,79.64,12.71,,
203,06/26/2024 00:08:11,16.11,81.84,13.02,,
204,06/26/2024 00:18:11,16.06,81.98,13.00,,
205,06/26/2024 00:28:11,16.04,82.36,13.05,,
206,06/26/2024 00:38:11,16.08,82.67,13.15,,
207,06/26/2024 00:48:11,16.08,82.98,13.21,,
208,06/26/2024 00:58:11,15.98,82.76,13.07,,
209,06/26/2024 01:08:11,15.87,84.20,13.23,,
210,06/26/2024 01:18:11,15.71,83.50,12.94,,
211,06/26/2024 01:28:11,15.59,83.34,12.79,,
212,06/26/2024 01:38:11,15.51,84.50,12.92,,
213,06/26/2024 01:48:11,15.49,84.06,12.83,,
214,06/26/2024 01:58:11,15.55,85.62,13.17,,
215,06/26/2024 02:08:11,15.56,85.37,13.13,,
216,06/26/2024 02:18:11,15.60,86.15,13.31,,
217,06/26/2024 02:28:11,15.47,85.33,13.04,,
218,06/26/2024 02:38:11,15.24,85.11,12.77,,
219,06/26/2024 02:48:11,15.24,85.72,12.88,,
220,06/26/2024 02:58:11,15.32,86.42,13.09,,
221,06/26/2024 03:08:11,15.28,87.27,13.19,,
222,06/26/2024 03:18:11,15.31,87.31,13.23,,
223,06/26/2024 03:28:11,15.22,87.12,13.11,,
224,06/26/2024 03:38:11,15.15,87.63,13.13,,
225,06/26/2024 03:48:11,14.98,86.58,12.78,,
226,06/26/2024 03:58:11,14.75,88.16,12.83,,
227,06/26/2024 04:08:11,14.64,88.40,12.76,,
228,06/26/2024 04:18:11,14.47,88.65,12.63,,
229,06/26/2024 04:28:11,14.34,88.95,12.56,,
230,06/26/2024 04:38:11,14.24,89.37,12.53,,
231,06/26/2024 04:48:11,14.15,89.40,12.45,,
232,06/26/2024 04:58:11,14.11,88.60,12.27,,
233,06/26/2024 05:08:11,14.04,89.34,12.33,,
234,06/26/2024 05:18:11,14.01,88.82,12.22,,
235,06/26/2024 05:28:11,13.93,88.52,12.08,,
236,06/26/2024 05:38:11,13.90,89.49,12.21,,
237,06/26/2024 05:48:11,14.04,89.78,12.40,,
238,06/26/2024 05:58:11,14.40,88.54,12.55,,
239,06/26/2024 06:08:11,14.65,85.01,12.17,,
240,06/26/2024 06:18:11,14.91,85.24,12.47,,
241,06/26/2024 06:28:11,15.12,83.56,12.37,,
242,06/26/2024 06:38:11,15.29,84.61,12.73,,
243,06/26/2024 06:48:11,15.34,82.87,12.47,,
244,06/26/2024 06:58:11,15.42,81.43,12.27,,
245,06/26/2024 07:08:11,15.44,82.30,12.46,,
246,06/26/2024 07:18:11,15.62,82.23,12.62,,
247,06/26/2024 07:28:11,15.93,82.14,12.91,,
248,06/26/2024 07:38:11,16.30,81.09,13.07,,
249,06/26/2024 07:48:11,16.27,81.20,13.06,,
250,06/26/2024 07:58:11,16.26,79.88,12.80,,
251,06/26/2024 08:08:11,16.26,78.96,12.62,,
252,06/26/2024 08:18:11,16.29,81.09,13.06,,
253,06/26/2024 08:28:11,16.35,80.10,12.93,,
254,06/26/2024 08:38:11,16.39,80.57,13.05,,
255,06/26/2024 08:48:11,16.27,81.66,13.14,,
256,06/26/2024 08:58:11,16.28,81.85,13.19,,
257,06/26/2024 09:08:11,16.36,80.97,13.11,,
258,06/26/2024 09:18:11,16.66,80.29,13.27,,
259,06/26/2024 09:28:11,16.86,79.39,13.29,,
260,06/26/2024 09:38:11,17.19,78.88,13.51,,
261,06/26/2024 09:48:11,17.79,78.39,14.00,,
262,06/26/2024 09:58:11,17.94,76.68,13.80,,
263,06/26/2024 10:08:11,18.14,80.94,14.84,,
264,06/26/2024 10:18:11,19.15,75.28,14.69,,
265,06/26/2024 10:28:11,19.38,73.61,14.56,,
266,06/26/2024 10:38:11,19.13,76.49,14.92,,
267,06/26/2024 10:48:11,19.99,72.95,15.01,,
268,06/26/2024 10:58:11,20.76,69.48,15.00,,
269,06/26/2024 11:08:11,20.58,71.24,15.21,,
270,06/26/2024 11:18:11,19.97,71.98,14.78,,
271,06/26/2024 11:28:11,18.89,73.54,14.08,,
272,06/26/2024 11:38:11,18.18,76.83,14.06,,
273,06/26/2024 11:48:11,17.75,77.76,13.83,,
274,06/26/2024 11:58:11,17.43,78.15,13.60,,
275,06/26/2024 12:08:11,16.86,75.09,12.44,,
276,06/26/2024 12:18:11,16.77,80.00,13.32,,
277,06/26/2024 12:28:11,16.58,78.19,12.78,,
278,06/26/2024 12:38:11,16.05,80.25,12.67,,
279,06/26/2024 12:48:11,15.83,82.28,12.83,,
280,06/26/2024 12:58:11,15.62,79.94,12.19,,
281,06/26/2024 13:08:11,15.42,80.74,12.14,,
282,06/26/2024 13:18:11,15.24,82.44,12.28,,
283,06/26/2024 13:28:11,15.07,83.81,12.37,,
284,06/26/2024 13:38:11,15.10,82.69,12.19,,
285,06/26/2024 13:48:11,15.28,80.62,11.98,,
286,06/26/2024 13:58:11,15.42,79.46,11.90,,
287,06/26/2024 14:08:11,15.48,82.14,12.47,,
288,06/26/2024 14:18:11,15.32,82.56,12.39,,
289,06/26/2024 14:28:11,15.13,84.72,12.59,,
290,06/26/2024 14:38:11,15.51,88.00,13.54,,
291,06/26/2024 14:48:11,16.02,83.98,13.33,,
292,06/26/2024 14:58:11,16.04,82.37,13.06,,
293,06/26/2024 15:08:11,15.88,83.61,13.13,,
294,06/26/2024 15:18:11,15.74,82.61,12.81,,
295,06/26/2024 15:28:11,15.66,84.50,13.07,,
296,06/26/2024 15:38:11,15.26,86.51,13.04,,
297,06/26/2024 15:48:11,15.31,88.90,13.51,,
298,06/26/2024 15:58:11,15.82,87.64,13.79,,
299,06/26/2024 16:08:11,16.08,88.01,14.12,,
300,06/26/2024 16:18:11,16.36,81.88,13.28,,
301,06/26/2024 16:28:11,16.27,82.34,13.27,,
302,06/26/2024 16:38:11,16.21,80.83,12.94,,
303,06/26/2024 16:48:11,16.00,82.20,12.98,,
304,06/26/2024 16:58:11,15.89,83.04,13.03,,
305,06/26/2024 17:08:11,15.81,81.89,12.74,,
306,06/26/2024 17:18:11,15.85,86.02,13.53,,
307,06/26/2024 17:28:11,15.82,85.98,13.49,,
308,06/26/2024 17:38:11,15.83,85.60,13.44,,
309,06/26/2024 17:48:11,16.03,84.70,13.47,,
310,06/26/2024 17:58:11,16.35,80.77,13.06,,
311,06/26/2024 18:08:11,16.46,78.98,12.82,,
312,06/26/2024 18:18:11,16.48,79.70,12.98,,
313,06/26/2024 18:28:11,16.64,77.09,12.63,,
314,06/26/2024 18:38:11,16.39,77.26,12.41,,
315,06/26/2024 18:48:11,16.19,77.96,12.36,,
316,06/26/2024 18:58:11,15.77,78.32,12.03,,
317,06/26/2024 19:08:11,15.41,80.97,12.18,,
318,06/26/2024 19:18:11,15.24,80.25,11.87,,
319,06/26/2024 19:28:11,15.03,82.02,12.01,,
320,06/26/2024 19:38:11,14.96,83.01,12.12,,
321,06/26/2024 19:48:11,14.87,84.21,12.25,,
322,06/26/2024 19:58:11,14.81,83.55,12.07,,
323,06/26/2024 20:08:11,14.73,83.39,11.96,,
324,06/26/2024 20:18:11,14.65,83.36,11.87,,
325,06/26/2024 20:28:11,14.55,84.01,11.90,,
326,06/26/2024 20:38:11,14.45,85.14,12.00,,
327,06/26/2024 20:48:11,14.32,86.22,12.06,,
328,06/26/2024 20:58:11,14.20,86.52,12.00,,
329,06/26/2024 21:08:11,14.14,87.44,12.10,,
330,06/26/2024 21:18:11,14.05,88.23,12.15,,
331,06/26/2024 21:28:11,13.90,88.81,12.10,,
332,06/26/2024 21:38:11,13.75,89.84,12.12,,
333,06/26/2024 21:48:11,13.65,89.74,12.01,,
334,06/26/2024 21:58:11,13.59,90.26,12.04,,
335,06/26/2024 22:08:11,13.56,90.70,12.09,,
336,06/26/2024 22:18:11,13.52,90.77,12.06,,
337,06/26/2024 22:28:11,13.48,90.54,11.98,,
338,06/26/2024 22:38:11,13.45,90.69,11.97,,
339,06/26/2024 22:48:11,13.41,90.87,11.97,,
340,06/26/2024 22:58:11,13.38,91.08,11.97,,
341,06/26/2024 23:08:11,13.32,91.24,11.93,,
342,06/26/2024 23:18:11,13.32,90.67,11.84,,
343,06/26/2024 23:28:11,13.25,91.21,11.87,,
344,06/26/2024 23:38:11,13.17,91.01,11.75,,
345,06/26/2024 23:48:11,13.17,91.82,11.88,,
346,06/26/2024 23:58:11,13.20,91.95,11.94,,
347,06/27/2024 00:08:11,13.18,91.27,11.80,,
348,06/27/2024 00:18:11,13.20,91.79,11.91,,
349,06/27/2024 00:28:11,13.25,90.85,11.81,,
350,06/27/2024 00:38:11,13.20,90.55,11.70,,
351,06/27/2024 00:48:11,13.21,90.59,11.72,,
352,06/27/2024 00:58:11,13.21,90.54,11.71,,
353,06/27/2024 01:08:11,13.19,91.29,11.82,,
354,06/27/2024 01:18:11,13.15,91.22,11.76,,
355,06/27/2024 01:28:11,13.11,91.70,11.81,,
356,06/27/2024 01:38:11,13.08,91.32,11.71,,
357,06/27/2024 01:48:11,13.04,91.13,11.64,,
358,06/27/2024 01:58:11,13.00,91.22,11.61,,
359,06/27/2024 02:08:11,13.03,91.90,11.76,,
360,06/27/2024 02:18:11,13.01,92.19,11.78,,
361,06/27/2024 02:28:11,12.99,92.44,11.80,,
362,06/27/2024 02:38:11,13.00,92.79,11.87,,
363,06/27/2024 02:48:11,13.02,93.41,11.99,,
364,06/27/2024 02:58:11,13.04,93.45,12.02,,
365,06/27/2024 03:08:11,13.03,93.51,12.02,,
366,06/27/2024 03:18:11,12.97,93.43,11.95,,
367,06/27/2024 03:28:11,12.94,93.57,11.95,,
368,06/27/2024 03:38:11,12.96,93.63,11.98,,
369,06/27/2024 03:48:11,12.94,93.63,11.95,,
370,06/27/2024 03:58:11,12.93,93.63,11.94,,
371,06/27/2024 04:08:11,12.94,94.22,12.05,,
372,06/27/2024 04:18:11,12.91,93.85,11.96,,
373,06/27/2024 04:28:11,12.86,94.04,11.94,,
374,06/27/2024 04:38:11,12.89,94.30,12.01,,
375,06/27/2024 04:48:11,12.89,94.27,12.01,,
376,06/27/2024 04:58:11,12.86,94.02,11.93,,
377,06/27/2024 05:08:11,12.85,94.09,11.93,,
378,06/27/2024 05:18:11,12.81,94.02,11.89,,
379,06/27/2024 05:28:11,12.79,94.30,11.91,,
380,06/27/2024 05:38:11,12.76,94.17,11.86,,
381,06/27/2024 05:48:11,12.77,94.34,11.90,,
382,06/27/2024 05:58:11,12.85,94.72,12.04,,
383,06/27/2024 06:08:11,12.94,94.82,12.15,,
384,06/27/2024 06:18:11,12.94,94.66,12.12,,
385,06/27/2024 06:28:11,13.10,94.78,12.30,,
386,06/27/2024 06:38:11,13.33,94.81,12.53,,
387,06/27/2024 06:48:11,13.64,94.63,12.81,,
388,06/27/2024 06:58:11,13.86,93.96,12.92,,
389,06/27/2024 07:08:11,13.65,93.06,12.57,,
390,06/27/2024 07:18:11,13.63,93.19,12.56,,
391,06/27/2024 07:28:11,13.69,94.28,12.81,,
392,06/27/2024 07:38:11,13.88,93.87,12.92,,
393,06/27/2024 07:48:11,14.15,93.64,13.16,,
394,06/27/2024 07:58:11,14.55,92.78,13.41,,
395,06/27/2024 08:08:11,14.74,90.70,13.26,,
396,06/27/2024 08:18:11,14.78,90.61,13.27,,
397,06/27/2024 08:28:11,14.79,89.57,13.11,,
398,06/27/2024 08:38:11,15.10,90.12,13.51,,
399,06/27/2024 08:48:11,14.98,88.53,13.12,,
400,06/27/2024 08:58:11,14.88,90.11,13.29,,
401,06/27/2024 09:08:11,14.89,87.69,12.89,,
402,06/27/2024 09:18:11,14.95,88.33,13.05,,
403,06/27/2024 09:28:11,14.79,87.61,12.77,,
404,06/27/2024 09:38:11,15.04,87.46,13.00,,
405,06/27/2024 09:48:11,15.47,86.81,13.30,,
406,06/27/2024 09:58:11,15.31,85.73,12.95,,
407,06/27/2024 10:08:11,15.13,86.31,12.88,,
408,06/27/2024 10:18:11,15.56,86.66,13.36,,
409,06/27/2024 10:28:11,16.24,84.85,13.70,,
410,06/27/2024 10:38:11,16.36,82.65,13.42,,
411,06/27/2024 10:48:11,15.86,86.65,13.66,,
412,06/27/2024 10:58:11,15.49,86.23,13.22,,
413,06/27/2024 11:08:11,15.48,86.21,13.21,,
414,06/27/2024 11:18:11,15.69,89.09,13.91,,
415,06/27/2024 11:28:11,16.06,86.40,13.81,,
416,06/27/2024 11:38:11,16.19,87.89,14.20,,
417,06/27/2024 11:48:11,16.17,85.23,13.71,,
418,06/27/2024 11:58:11,16.04,87.22,13.94,,
419,06/27/2024 12:08:11,16.29,87.58,14.24,,
420,06/27/2024 12:18:11,15.67,86.78,13.49,,
421,06/27/2024 12:28:11,15.27,89.51,13.57,,
422,06/27/2024 12:38:11,15.28,89.22,13.53,,
423,06/27/2024 12:48:11,15.29,86.60,13.09,,
424,06/27/2024 12:58:11,15.53,87.59,13.49,,
425,06/27/2024 13:08:11,15.83,87.82,13.83,,
426,06/27/2024 13:18:11,15.87,82.68,12.95,,
427,06/27/2024 13:28:11,15.75,85.51,13.35,,
428,06/27/2024 13:38:11,15.57,86.29,13.31,,
429,06/27/2024 13:48:11,15.44,86.97,13.30,,
430,06/27/2024 13:58:11,15.31,86.42,13.08,,
431,06/27/2024 14:08:11,15.28,86.48,13.05,,
432,06/27/2024 14:18:11,15.27,86.11,12.98,,
433,06/27/2024 14:28:11,15.27,86.53,13.05,,
434,06/27/2024 14:38:11,15.33,86.59,13.13,,
435,06/27/2024 14:48:11,15.22,87.23,13.12,,
436,06/27/2024 14:58:11,14.96,88.16,13.03,,
437,06/27/2024 15:08:11,15.00,88.45,13.13,,
438,06/27/2024 15:18:11,14.99,86.93,12.85,,
439,06/27/2024 15:28:11,14.96,89.18,13.21,,
440,06/27/2024 15:38:11,14.85,89.15,13.10,,
441,06/27/2024 15:48:11,14.82,90.28,13.26,,
442,06/27/2024 15:58:11,14.83,89.04,13.06,,
443,06/27/2024 16:08:11,14.81,87.86,12.83,,
444,06/27/2024 16:18:11,14.94,88.29,13.03,,
445,06/27/2024 16:28:11,14.99,85.95,12.68,,
446,06/27/2024 16:38:11,14.95,87.08,12.83,,
447,06/27/2024 16:48:11,15.09,88.56,13.23,,
448,06/27/2024 16:58:11,15.12,88.17,13.19,,
449,06/27/2024 17:08:11,15.18,87.33,13.11,,
450,06/27/2024 17:18:11,15.02,87.09,12.91,,
451,06/27/2024 17:28:11,15.10,88.55,13.24,,
452,06/27/2024 17:38:11,15.23,87.56,13.19,,
453,06/27/2024 17:48:11,15.15,86.04,12.85,,
454,06/27/2024 17:58:11,15.15,88.29,13.25,,
455,06/27/2024 18:08:11,15.16,87.13,13.05,,
456,06/27/2024 18:18:11,15.19,87.65,13.18,,
457,06/27/2024 18:28:11,15.10,87.01,12.97,,
458,06/27/2024 18:38:11,15.01,87.87,13.04,,
459,06/27/2024 18:48:11,14.92,89.71,13.26,,
460,06/27/2024 18:58:11,14.89,89.54,13.21,,
461,06/27/2024 19:08:11,14.83,87.94,12.87,,
462,06/27/2024 19:18:11,14.79,89.62,13.12,,
463,06/27/2024 19:28:11,14.77,89.71,13.11,,
464,06/27/2024 19:38:11,14.69,89.90,13.07,,
465,06/27/2024 19:48:11,14.66,90.37,13.12,,
466,06/27/2024 19:58:11,14.67,91.06,13.24,,
467,06/27/2024 20:08:11,14.64,90.84,13.17,,
468,06/27/2024 20:18:11,14.43,90.94,12.99,,
469,06/27/2024 20:28:11,14.28,90.64,12.79,,
470,06/27/2024 20:38:11,13.98,90.10,12.40,,
471,06/27/2024 20:48:11,13.78,90.67,12.30,,
472,06/27/2024 20:58:11,13.54,91.00,12.12,,
473,06/27/2024 21:08:11,13.43,91.21,12.04,,
474,06/27/2024 21:18:11,13.38,91.99,12.12,,
475,06/27/2024 21:28:11,13.34,91.89,12.06,,
476,06/27/2024 21:38:11,13.32,92.69,12.17,,
477,06/27/2024 21:48:11,13.37,93.29,12.33,,
478,06/27/2024 21:58:11,13.38,93.51,12.37,,
