#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Host Connected,End of File
97,03-09-2024 07:11:31,6.99,70.82,2.07,,
98,03-09-2024 07:21:31,7.09,71.10,2.21,,
99,03-09-2024 07:31:31,7.16,69.13,1.89,,
100,03-09-2024 07:41:31,7.40,66.73,1.62,,
101,03-09-2024 07:51:31,7.56,67.59,1.96,,
102,03-09-2024 08:01:31,7.72,66.65,1.91,,
103,03-09-2024 08:11:31,7.75,68.54,2.34,,
104,03-09-2024 08:21:31,7.81,66.89,2.05,,
105,03-09-2024 08:31:31,7.83,66.96,2.08,,
106,03-09-2024 08:41:31,7.99,67.07,2.26,,
107,03-09-2024 08:51:31,8.16,65.92,2.18,,
108,03-09-2024 09:01:31,8.36,65.03,2.18,,
109,03-09-2024 09:11:31,8.58,65.14,2.41,,
110,03-09-2024 09:21:31,8.92,65.38,2.79,,
111,03-09-2024 09:31:31,9.14,65.46,3.01,,
112,03-09-2024 09:41:31,9.26,65.97,3.24,,
113,03-09-2024 09:51:31,9.36,67.39,3.64,,
114,03-09-2024 10:01:31,9.51,67.87,3.88,,
115,03-09-2024 10:11:31,9.62,67.85,3.98,,
116,03-09-2024 10:21:31,9.59,67.62,3.90,,
117,03-09-2024 10:31:31,9.68,67.05,3.87,,
118,03-09-2024 10:41:31,9.85,67.25,4.08,,
119,03-09-2024 10:51:31,9.75,68.06,4.15,,
120,03-09-2024 11:01:31,9.60,68.39,4.07,,
121,03-09-2024 11:11:31,9.50,69.65,4.24,,
122,03-09-2024 11:21:31,9.47,71.06,4.50,,
123,03-09-2024 11:31:31,9.60,70.87,4.58,,
124,03-09-2024 11:41:31,10.08,70.06,4.88,,
125,03-09-2024 11:51:31,10.55,67.70,4.84,,
126,03-09-2024 12:01:31,10.81,67.05,4.95,,
127,03-09-2024 12:11:31,10.70,67.00,4.84,,
128,03-09-2024 12:21:31,10.67,67.94,5.00,,
129,03-09-2024 12:31:31,11.62,64.54,5.18,,
130,03-09-2024 12:41:31,11.60,65.14,5.29,,
131,03-09-2024 12:51:31,12.13,63.44,5.41,,
132,03-09-2024 13:01:31,12.25,62.85,5.39,,
133,03-09-2024 13:11:31,12.58,61.92,5.48,,
134,03-09-2024 13:21:31,12.53,61.55,5.36,,
135,03-09-2024 13:31:31,11.78,64.12,5.24,,
136,03-09-2024 13:41:31,11.28,66.95,5.38,,
137,03-09-2024 13:51:31,10.53,71.00,5.50,,
138,03-09-2024 14:01:31,10.26,72.93,5.63,,
139,03-09-2024 14:11:31,9.98,74.09,5.59,,
140,03-09-2024 14:21:31,9.83,71.80,5.00,,
141,03-09-2024 14:31:31,9.97,69.79,4.72,,
142,03-09-2024 14:41:31,9.77,70.49,4.67,,
143,03-09-2024 14:51:31,9.56,71.13,4.60,,
144,03-09-2024 15:01:31,10.26,71.16,5.28,,
145,03-09-2024 15:11:31,11.12,67.40,5.32,,
146,03-09-2024 15:21:31,11.37,65.11,5.06,,
147,03-09-2024 15:31:31,11.28,65.47,5.06,,
148,03-09-2024 15:41:31,10.99,64.30,4.52,,
149,03-09-2024 15:51:31,10.71,64.94,4.40,,
150,03-09-2024 16:01:31,10.37,66.77,4.47,,
151,03-09-2024 16:11:31,10.06,65.98,4.00,,
152,03-09-2024 16:21:31,9.94,69.13,4.55,,
153,03-09-2024 16:31:31,9.91,68.28,4.35,,
154,03-09-2024 16:41:31,9.66,68.05,4.06,,
155,03-09-2024 16:51:31,9.36,67.89,3.74,,
156,03-09-2024 17:01:31,9.14,68.98,3.75,,
157,03-09-2024 17:11:31,8.97,70.40,3.89,,
158,03-09-2024 17:21:31,8.94,70.76,3.93,,
159,03-09-2024 17:31:31,8.66,72.40,3.99,,
160,03-09-2024 17:41:31,8.44,73.10,3.91,,
161,03-09-2024 17:51:31,8.22,72.76,3.63,,
162,03-09-2024 18:01:31,7.87,73.45,3.43,,
163,03-09-2024 18:11:31,7.57,72.53,2.96,,
164,03-09-2024 18:21:31,7.29,73.36,2.85,,
165,03-09-2024 18:31:31,7.12,72.50,2.52,,
166,03-09-2024 18:41:31,6.99,72.48,2.39,,
167,03-09-2024 18:51:31,6.88,70.51,1.90,,
168,03-09-2024 19:01:31,6.76,70.87,1.86,,
169,03-09-2024 19:11:31,6.64,71.39,1.84,,
170,03-09-2024 19:21:31,6.61,70.32,1.61,,
171,03-09-2024 19:31:31,6.61,71.46,1.83,,
172,03-09-2024 19:41:31,6.56,74.39,2.34,,
173,03-09-2024 19:51:31,6.64,76.63,2.83,,
174,03-09-2024 20:01:31,6.63,79.13,3.27,,
175,03-09-2024 20:11:31,6.58,78.52,3.12,,
176,03-09-2024 20:21:31,6.56,77.26,2.87,,
177,03-09-2024 20:31:31,6.58,77.14,2.87,,
178,03-09-2024 20:41:31,6.52,77.22,2.82,,
179,03-09-2024 20:51:31,6.48,77.61,2.85,,
180,03-09-2024 21:01:31,6.44,78.09,2.91,,
181,03-09-2024 21:11:31,6.48,77.94,2.91,,
182,03-09-2024 21:21:31,6.48,77.37,2.81,,
183,03-09-2024 21:31:31,6.46,77.41,2.81,,
184,03-09-2024 21:41:31,6.46,76.93,2.72,,
185,03-09-2024 21:51:31,6.48,76.79,2.70,,
186,03-09-2024 22:01:31,6.54,75.62,2.55,,
187,03-09-2024 22:11:31,6.56,74.19,2.30,,
188,03-09-2024 22:21:31,6.57,72.79,2.05,,
189,03-09-2024 22:31:31,6.59,71.72,1.86,,
190,03-09-2024 22:41:31,6.64,70.58,1.68,,
191,03-09-2024 22:51:31,6.61,70.08,1.56,,
192,03-09-2024 23:01:31,6.60,71.08,1.74,,
193,03-09-2024 23:11:31,6.57,72.99,2.08,,
194,03-09-2024 23:21:31,6.39,76.42,2.55,,
195,03-09-2024 23:31:31,6.21,76.90,2.46,,
196,03-09-2024 23:41:31,6.15,77.72,2.56,,
197,03-09-2024 23:51:31,6.12,77.93,2.57,,
198,03-10-2024 00:01:31,6.25,76.30,2.40,,
199,03-10-2024 00:11:31,6.26,75.62,2.28,,
200,03-10-2024 00:21:31,6.39,74.01,2.10,,
201,03-10-2024 00:31:31,6.45,74.00,2.16,,
202,03-10-2024 00:41:31,6.44,74.19,2.19,,
203,03-10-2024 00:51:31,6.38,76.51,2.56,,
204,03-10-2024 01:01:31,6.25,78.23,2.75,,
205,03-10-2024 01:11:31,6.08,80.30,2.95,,
206,03-10-2024 01:21:31,5.93,80.95,2.92,,
207,03-10-2024 01:31:31,5.90,80.90,2.87,,
208,03-10-2024 01:41:31,5.85,80.53,2.77,,
209,03-10-2024 01:51:31,5.87,80.52,2.79,,
210,03-10-2024 03:01:31,6.09,76.88,2.35,,
211,03-10-2024 03:11:31,6.24,74.99,2.14,,
212,03-10-2024 03:21:31,6.41,74.27,2.17,,
213,03-10-2024 03:31:31,6.45,74.03,2.17,,
214,03-10-2024 03:41:31,6.45,74.22,2.21,,
215,03-10-2024 03:51:31,6.49,72.71,1.95,,
216,03-10-2024 04:01:31,6.56,72.44,1.97,,
217,03-10-2024 04:11:31,6.68,71.53,1.91,,
218,03-10-2024 04:21:31,6.79,71.19,1.94,,
219,03-10-2024 04:31:31,6.94,70.04,1.86,,
220,03-10-2024 04:41:31,7.01,69.76,1.87,,
221,03-10-2024 04:51:31,7.01,70.47,2.02,,
222,03-10-2024 05:01:31,7.02,70.48,2.03,,
223,03-10-2024 05:11:31,7.11,70.78,2.17,,
224,03-10-2024 05:21:31,7.13,71.63,2.36,,
225,03-10-2024 05:31:31,7.13,73.24,2.67,,
226,03-10-2024 05:41:31,7.12,74.34,2.87,,
227,03-10-2024 05:51:31,6.98,77.00,3.23,,
228,03-10-2024 06:01:31,6.83,78.82,3.42,,
229,03-10-2024 06:11:31,6.79,78.36,3.29,,
230,03-10-2024 06:21:31,6.78,77.88,3.20,,
231,03-10-2024 06:31:31,6.75,78.75,3.33,,
232,03-10-2024 06:41:31,6.70,78.51,3.24,,
233,03-10-2024 06:51:31,6.68,77.89,3.10,,
234,03-10-2024 07:01:31,6.63,78.02,3.07,,
235,03-10-2024 07:11:31,6.55,78.52,3.09,,
236,03-10-2024 07:21:31,6.64,77.94,3.07,,
237,03-10-2024 07:31:31,6.49,78.93,3.10,,
238,03-10-2024 07:41:31,6.33,79.69,3.08,,
239,03-10-2024 07:51:31,6.28,80.91,3.25,,
240,03-10-2024 08:01:31,6.35,81.80,3.47,,
241,03-10-2024 08:11:31,6.45,81.50,3.52,,
242,03-10-2024 08:21:31,6.49,82.79,3.78,,
243,03-10-2024 08:31:31,6.56,81.14,3.57,,
244,03-10-2024 08:41:31,6.61,80.78,3.55,,
245,03-10-2024 08:51:31,6.78,80.34,3.63,,
246,03-10-2024 09:01:31,7.18,79.07,3.81,,
247,03-10-2024 09:11:31,7.25,77.82,3.64,,
248,03-10-2024 09:21:31,7.28,77.98,3.70,,
249,03-10-2024 09:31:31,7.56,77.66,3.91,,
250,03-10-2024 09:41:31,7.99,76.13,4.05,,
251,03-10-2024 09:51:31,7.92,75.89,3.94,,
252,03-10-2024 10:01:31,8.08,75.48,4.02,,
253,03-10-2024 10:11:31,8.34,75.66,4.30,,
254,03-10-2024 10:21:31,8.88,73.60,4.43,,
255,03-10-2024 10:31:31,9.53,72.60,4.87,,
256,03-10-2024 10:41:31,9.72,70.95,4.72,,
257,03-10-2024 10:51:31,10.16,69.76,4.90,,
258,03-10-2024 11:01:31,10.44,68.82,4.97,,
259,03-10-2024 11:11:31,10.83,66.54,4.86,,
260,03-10-2024 11:21:31,10.86,68.02,5.21,,
261,03-10-2024 11:31:31,10.41,67.27,4.62,,
262,03-10-2024 11:41:31,10.66,65.86,4.55,,
263,03-10-2024 11:51:31,11.27,63.55,4.62,,
264,03-10-2024 12:01:31,11.27,62.09,4.29,,
265,03-10-2024 12:11:31,11.04,64.25,4.56,,
266,03-10-2024 12:21:31,10.84,63.39,4.18,,
267,03-10-2024 12:31:31,10.65,63.01,3.91,,
268,03-10-2024 12:41:31,10.77,62.27,3.85,,
269,03-10-2024 12:51:31,10.83,63.49,4.19,,
270,03-10-2024 13:01:31,11.92,62.34,4.96,,
271,03-10-2024 13:11:31,12.19,59.17,4.47,,
272,03-10-2024 13:21:31,11.59,60.86,4.31,,
273,03-10-2024 13:31:31,11.26,63.07,4.50,,
274,03-10-2024 13:41:31,11.02,63.24,4.32,,
275,03-10-2024 13:51:31,10.86,63.14,4.14,,
276,03-10-2024 14:01:31,11.11,64.22,4.62,,
277,03-10-2024 14:11:31,10.86,62.79,4.06,,
278,03-10-2024 14:21:31,11.12,61.76,4.07,,
279,03-10-2024 14:31:31,11.42,61.76,4.35,,
280,03-10-2024 14:41:31,11.40,60.21,3.97,,
281,03-10-2024 14:51:31,11.12,60.61,3.80,,
282,03-10-2024 15:01:31,10.96,61.61,3.88,,
283,03-10-2024 15:11:31,11.12,61.46,4.00,,
284,03-10-2024 15:21:31,10.88,61.62,3.81,,
285,03-10-2024 15:31:31,10.66,63.26,3.97,,
286,03-10-2024 15:41:31,10.66,62.49,3.80,,
287,03-10-2024 15:51:31,10.65,62.76,3.85,,
288,03-10-2024 16:01:31,10.48,63.50,3.86,,
289,03-10-2024 16:11:31,10.33,64.10,3.85,,
290,03-10-2024 16:21:31,9.88,67.11,4.07,,
291,03-10-2024 16:31:31,9.45,70.36,4.33,,
292,03-10-2024 16:41:31,9.05,72.00,4.28,,
293,03-10-2024 16:51:31,8.89,75.23,4.75,,
294,03-10-2024 17:01:31,8.82,76.07,4.85,,
295,03-10-2024 17:11:31,8.80,76.95,4.99,,
296,03-10-2024 17:21:31,8.77,77.60,5.08,,
297,03-10-2024 17:31:31,8.48,77.88,4.85,,
298,03-10-2024 17:41:31,8.35,78.88,4.91,,
299,03-10-2024 17:51:31,8.52,78.27,4.97,,
300,03-10-2024 18:01:31,8.64,76.94,4.83,,
301,03-10-2024 18:11:31,8.45,77.71,4.79,,
302,03-10-2024 18:21:31,8.32,78.71,4.85,,
303,03-10-2024 18:31:31,8.08,79.90,4.83,,
304,03-10-2024 18:41:31,7.96,81.25,4.95,,
305,03-10-2024 18:51:31,7.81,81.90,4.91,,
306,03-10-2024 19:01:31,7.71,81.67,4.78,,
307,03-10-2024 19:11:31,7.50,81.47,4.55,,
308,03-10-2024 19:21:31,7.27,81.49,4.32,,
309,03-10-2024 19:31:31,7.07,82.72,4.33,,
310,03-10-2024 19:41:31,7.01,83.69,4.45,,
311,03-10-2024 19:51:31,6.90,84.43,4.47,,
312,03-10-2024 20:01:31,6.84,84.27,4.38,,
313,03-10-2024 20:11:31,6.84,83.85,4.31,,
314,03-10-2024 20:21:31,6.87,82.86,4.17,,
315,03-10-2024 20:31:31,6.88,82.36,4.09,,
316,03-10-2024 20:41:31,6.91,81.51,3.98,,
317,03-10-2024 20:51:31,6.94,81.94,4.07,,
318,03-10-2024 21:01:31,6.87,83.54,4.28,,
319,03-10-2024 21:11:31,6.75,84.40,4.32,,
320,03-10-2024 21:21:31,6.66,85.24,4.36,,
321,03-10-2024 21:31:31,6.59,84.93,4.25,,
322,03-10-2024 21:41:31,6.57,84.82,4.21,,
323,03-10-2024 21:51:31,6.55,84.49,4.13,,
324,03-10-2024 22:01:31,6.52,84.36,4.08,,
325,03-10-2024 22:11:31,6.48,84.37,4.04,,
326,03-10-2024 22:21:31,6.43,85.03,4.11,,
327,03-10-2024 22:31:31,6.39,85.19,4.09,,
328,03-10-2024 22:41:31,6.38,85.19,4.08,,
329,03-10-2024 22:51:31,6.36,85.32,4.08,,
330,03-10-2024 23:01:31,6.41,85.23,4.12,,
331,03-10-2024 23:11:31,6.45,84.83,4.09,,
332,03-10-2024 23:21:31,6.49,84.95,4.14,,
333,03-10-2024 23:31:31,6.43,85.27,4.15,,
334,03-10-2024 23:41:31,6.42,85.17,4.12,,
335,03-10-2024 23:51:31,6.38,85.91,4.20,,
336,03-11-2024 00:01:31,6.42,86.27,4.30,,
337,03-11-2024 00:11:31,6.43,85.93,4.26,,
338,03-11-2024 00:21:31,6.48,85.70,4.26,,
339,03-11-2024 00:31:31,6.50,85.53,4.25,,
340,03-11-2024 00:41:31,6.45,85.79,4.25,,
341,03-11-2024 00:51:31,6.48,86.02,4.31,,
342,03-11-2024 01:01:31,6.42,86.35,4.31,,
343,03-11-2024 01:11:31,6.36,86.37,4.25,,
344,03-11-2024 01:21:31,6.25,86.42,4.16,,
345,03-11-2024 01:31:31,6.16,86.79,4.13,,
346,03-11-2024 01:41:31,6.08,87.29,4.13,,
347,03-11-2024 01:51:31,5.86,87.78,4.00,,
348,03-11-2024 02:01:31,5.52,88.43,3.77,,
349,03-11-2024 02:11:31,5.31,89.18,3.67,,
350,03-11-2024 02:21:31,5.34,88.42,3.58,,
351,03-11-2024 02:31:31,5.24,87.96,3.42,,
352,03-11-2024 02:41:31,5.07,87.20,3.12,,
353,03-11-2024 02:51:31,4.72,86.46,2.65,,
354,03-11-2024 03:01:31,4.38,87.55,2.50,,
355,03-11-2024 03:11:31,4.07,88.19,2.30,,
356,03-11-2024 03:21:31,4.00,89.47,2.43,,
357,03-11-2024 03:31:31,4.10,88.19,2.33,,
358,03-11-2024 03:41:31,4.19,87.80,2.35,,
359,03-11-2024 03:51:31,3.86,88.74,2.17,,
360,03-11-2024 04:01:31,3.74,85.78,1.58,,
361,03-11-2024 04:11:31,3.58,85.52,1.38,,
362,03-11-2024 04:21:31,3.74,85.74,1.58,,
363,03-11-2024 04:31:31,4.14,86.27,2.05,,
364,03-11-2024 04:41:31,4.47,86.31,2.39,,
365,03-11-2024 04:51:31,4.63,86.74,2.61,,
366,03-11-2024 05:01:31,4.56,85.13,2.28,,
367,03-11-2024 05:11:31,4.18,84.12,1.74,,
368,03-11-2024 05:21:31,3.83,83.68,1.32,,
369,03-11-2024 05:31:31,3.57,84.77,1.25,,
370,03-11-2024 05:41:31,3.45,84.56,1.10,,
371,03-11-2024 05:51:31,3.29,86.13,1.20,,
372,03-11-2024 06:01:31,3.23,86.91,1.26,,
373,03-11-2024 06:11:31,3.13,88.18,1.37,,
374,03-11-2024 06:21:31,3.08,88.81,1.41,,
375,03-11-2024 06:31:31,3.01,89.13,1.40,,
376,03-11-2024 06:41:31,3.19,89.19,1.59,,
377,03-11-2024 06:51:31,3.06,88.15,1.30,,
378,03-11-2024 07:01:31,2.96,88.26,1.21,,
379,03-11-2024 07:11:31,3.02,88.12,1.25,,
380,03-11-2024 07:21:31,2.90,88.35,1.17,,
381,03-11-2024 07:31:31,2.61,88.56,0.92,,
382,03-11-2024 07:41:31,2.61,88.95,0.98,,
383,03-11-2024 07:51:31,2.69,89.42,1.13,,
384,03-11-2024 08:01:31,2.75,89.58,1.21,,
385,03-11-2024 08:11:31,3.09,89.18,1.48,,
386,03-11-2024 08:21:31,3.75,88.37,2.01,,
387,03-11-2024 08:31:31,4.28,86.80,2.28,,
388,03-11-2024 08:41:31,4.63,87.56,2.75,,
389,03-11-2024 08:51:31,5.02,86.59,2.97,,
390,03-11-2024 09:01:31,5.49,84.97,3.17,,
391,03-11-2024 09:11:31,5.95,84.45,3.53,,
392,03-11-2024 09:21:31,6.27,83.61,3.71,,
393,03-11-2024 09:31:31,6.35,83.43,3.75,,
394,03-11-2024 09:41:31,6.52,83.07,3.86,,
395,03-11-2024 09:51:31,7.02,80.42,3.89,,
396,03-11-2024 10:01:31,7.47,78.96,4.07,,
397,03-11-2024 10:11:31,7.62,78.58,4.15,,
398,03-11-2024 10:21:31,7.77,78.65,4.31,,
399,03-11-2024 10:31:31,7.76,77.87,4.15,,
400,03-11-2024 10:41:31,7.74,78.70,4.28,,
401,03-11-2024 10:51:31,7.57,78.54,4.09,,
402,03-11-2024 11:01:31,7.55,78.13,3.99,,
403,03-11-2024 11:11:31,7.61,78.36,4.10,,
404,03-11-2024 11:21:31,7.60,77.70,3.96,,
405,03-11-2024 11:31:31,7.38,77.07,3.63,,
406,03-11-2024 11:41:31,7.34,77.80,3.73,,
407,03-11-2024 11:51:31,7.43,78.94,4.02,,
408,03-11-2024 12:01:31,7.43,78.96,4.03,,
409,03-11-2024 12:11:31,7.37,81.41,4.40,,
410,03-11-2024 12:21:31,7.55,81.61,4.61,,
411,03-11-2024 12:31:31,7.69,81.68,4.76,,
412,03-11-2024 12:41:31,7.81,80.56,4.68,,
413,03-11-2024 12:51:31,7.60,82.03,4.74,,
414,03-11-2024 13:01:31,7.53,82.66,4.77,,
415,03-11-2024 13:11:31,7.50,83.62,4.92,,
416,03-11-2024 13:21:31,7.53,82.74,4.79,,
417,03-11-2024 13:31:31,7.43,83.31,4.79,,
418,03-11-2024 13:41:31,7.63,83.38,5.00,,
419,03-11-2024 13:51:31,7.74,82.71,4.99,,
420,03-11-2024 14:01:31,7.93,83.03,5.24,,
421,03-11-2024 14:11:31,8.23,81.59,5.28,,
422,03-11-2024 14:21:31,8.28,80.73,5.17,,
423,03-11-2024 14:31:31,8.53,80.87,5.45,,
424,03-11-2024 14:41:31,8.61,79.60,5.29,,
425,03-11-2024 14:51:31,8.27,79.33,4.91,,
426,03-11-2024 15:01:31,8.28,79.77,5.00,,
427,03-11-2024 15:11:31,8.29,80.25,5.09,,
428,03-11-2024 15:21:31,8.45,78.71,4.97,,
429,03-11-2024 15:31:31,8.38,77.98,4.78,,
430,03-11-2024 15:41:31,8.14,76.93,4.34,,
431,03-11-2024 15:51:31,8.08,78.29,4.54,,
432,03-11-2024 16:01:31,7.87,78.32,4.34,,
433,03-11-2024 16:11:31,7.60,78.29,4.07,,
434,03-11-2024 16:21:31,7.56,79.88,4.32,,
435,03-11-2024 16:31:31,7.55,80.63,4.44,,
436,03-11-2024 16:41:31,7.55,80.70,4.45,,
437,03-11-2024 16:51:31,7.48,81.57,4.54,,
438,03-11-2024 17:01:31,7.31,81.82,4.42,,
439,03-11-2024 17:11:31,7.32,81.06,4.30,,
440,03-11-2024 17:21:31,7.19,81.70,4.28,,
441,03-11-2024 17:31:31,7.14,82.52,4.37,,
442,03-11-2024 17:41:31,6.96,83.13,4.30,,
443,03-11-2024 17:51:31,6.85,83.55,4.27,,
444,03-11-2024 18:01:31,6.73,84.19,4.26,,
445,03-11-2024 18:11:31,6.59,84.76,4.22,,
446,03-11-2024 18:21:31,6.52,85.03,4.19,,
447,03-11-2024 18:31:31,6.46,85.32,4.19,,
448,03-11-2024 18:41:31,6.34,86.43,4.24,,
449,03-11-2024 18:51:31,6.28,86.78,4.25,,
450,03-11-2024 19:01:31,6.16,87.28,4.21,,
451,03-11-2024 19:11:31,6.10,88.13,4.29,,
452,03-11-2024 19:21:31,6.01,88.26,4.22,,
453,03-11-2024 19:31:31,5.95,88.46,4.19,,
454,03-11-2024 19:41:31,5.92,88.82,4.22,,
455,03-11-2024 19:51:31,5.84,89.69,4.28,,
456,03-11-2024 20:01:31,5.83,89.16,4.19,,
457,03-11-2024 20:11:31,5.80,89.93,4.28,,
458,03-11-2024 20:21:31,5.77,90.22,4.29,,
459,03-11-2024 20:31:31,5.75,90.64,4.34,,
460,03-11-2024 20:41:31,5.77,90.71,4.37,,
461,03-11-2024 20:51:31,5.76,90.88,4.39,,
462,03-11-2024 21:01:31,5.77,90.82,4.39,,
463,03-11-2024 21:11:31,5.75,90.73,4.35,,
464,03-11-2024 21:21:31,5.77,90.64,4.36,,
465,03-11-2024 21:31:31,5.80,90.69,4.40,,
466,03-11-2024 21:41:31,5.79,91.11,4.46,,
467,03-11-2024 21:51:31,5.77,91.34,4.47,,
468,03-11-2024 22:01:31,5.79,91.40,4.50,,
469,03-11-2024 22:11:31,5.87,91.69,4.63,,
470,03-11-2024 22:21:31,5.96,91.68,4.72,,
471,03-11-2024 22:31:31,6.01,91.61,4.76,,
472,03-11-2024 22:41:31,5.96,91.43,4.68,,
473,03-11-2024 22:51:31,6.00,91.72,4.76,,
474,03-11-2024 23:01:31,5.99,91.81,4.77,,
475,03-11-2024 23:11:31,6.00,92.27,4.85,,
476,03-11-2024 23:21:31,6.04,92.56,4.93,,
477,03-11-2024 23:31:31,6.11,92.43,4.98,,
478,03-11-2024 23:41:31,6.14,92.35,5.00,,
479,03-11-2024 23:51:31,6.19,92.44,5.06,,
