#,Date-Time (PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Started Offset,Host Connected,End of File
124,03-18-2025 09:38:57,5.46,81.13,2.48,,,,
125,03-18-2025 09:48:57,6.15,78.87,2.77,,,,
126,03-18-2025 09:58:57,6.98,71.26,2.14,,,,
127,03-18-2025 10:08:57,7.98,70.00,2.85,,,,
128,03-18-2025 10:18:57,8.70,67.34,2.99,,,,
129,03-18-2025 10:28:57,8.66,64.72,2.40,,,,
130,03-18-2025 10:38:57,8.59,61.80,1.68,,,,
131,03-18-2025 10:48:57,8.93,65.88,2.91,,,,
132,03-18-2025 10:58:57,9.07,63.49,2.52,,,,
133,03-18-2025 11:08:57,9.03,64.51,2.70,,,,
134,03-18-2025 11:18:57,9.76,65.37,3.59,,,,
135,03-18-2025 11:28:57,9.34,65.04,3.11,,,,
136,03-18-2025 11:38:57,10.05,66.24,4.05,,,,
137,03-18-2025 11:48:57,9.95,65.98,3.90,,,,
138,03-18-2025 11:58:57,11.07,63.63,4.44,,,,
139,03-18-2025 12:08:57,11.33,62.63,4.47,,,,
140,03-18-2025 12:18:57,11.72,60.89,4.44,,,,
141,03-18-2025 12:28:57,11.69,60.80,4.38,,,,
142,03-18-2025 12:38:57,12.08,62.90,5.25,,,,
143,03-18-2025 12:48:57,12.48,59.64,4.86,,,,
144,03-18-2025 12:58:57,12.12,60.07,4.62,,,,
145,03-18-2025 13:08:57,12.05,58.81,4.25,,,,
146,03-18-2025 13:18:57,11.77,60.66,4.43,,,,
147,03-18-2025 13:28:57,11.77,61.47,4.62,,,,
148,03-18-2025 13:38:57,11.44,58.81,3.68,,,,
149,03-18-2025 13:48:57,11.22,63.19,4.49,,,,
150,03-18-2025 13:58:57,11.00,64.22,4.52,,,,
151,03-18-2025 14:08:57,10.88,64.22,4.40,,,,
152,03-18-2025 14:18:57,10.71,60.78,3.46,,,,
153,03-18-2025 14:28:57,10.26,59.08,2.63,,,,
154,03-18-2025 14:38:57,10.09,59.61,2.60,,,,
155,03-18-2025 14:48:57,10.11,59.60,2.61,,,,
156,03-18-2025 14:58:57,10.44,57.33,2.38,,,,
157,03-18-2025 15:08:57,10.39,55.61,1.90,,,,
158,03-18-2025 15:18:57,10.12,54.72,1.43,,,,
159,03-18-2025 15:28:57,10.31,55.72,1.86,,,,
160,03-18-2025 15:38:57,9.97,55.18,1.40,,,,
161,03-18-2025 15:48:57,9.81,55.53,1.34,,,,
162,03-18-2025 15:58:57,9.72,57.37,1.72,,,,
163,03-18-2025 16:08:57,9.86,58.18,2.04,,,,
164,03-18-2025 16:18:57,10.07,56.93,1.93,,,,
165,03-18-2025 16:28:57,9.89,57.49,1.90,,,,
166,03-18-2025 16:38:57,9.65,54.43,0.92,,,,
167,03-18-2025 16:48:57,9.50,56.37,1.26,,,,
168,03-18-2025 16:58:57,9.33,59.22,1.79,,,,
169,03-18-2025 17:08:57,9.24,58.15,1.45,,,,
170,03-18-2025 17:18:57,9.74,59.43,2.22,,,,
171,03-18-2025 17:28:57,9.82,57.07,1.73,,,,
172,03-18-2025 17:38:57,9.34,58.08,1.53,,,,
173,03-18-2025 17:48:57,8.62,59.47,1.18,,,,
174,03-18-2025 17:58:57,8.27,60.29,1.04,,,,
175,03-18-2025 18:08:57,8.14,60.96,1.07,,,,
176,03-18-2025 18:18:57,8.01,61.27,1.02,,,,
177,03-18-2025 18:28:57,7.87,61.79,1.00,,,,
178,03-18-2025 18:38:57,7.75,61.50,0.82,,,,
179,03-18-2025 18:48:57,7.55,62.56,0.87,,,,
180,03-18-2025 18:58:57,7.43,61.81,0.59,,,,
181,03-18-2025 19:08:57,7.26,61.63,0.39,,,,
182,03-18-2025 19:18:57,7.11,61.22,0.15,,,,
183,03-18-2025 19:28:57,6.94,65.44,0.91,,,,
184,03-18-2025 19:38:57,6.70,65.12,0.62,,,,
185,03-18-2025 19:48:57,6.49,64.14,0.21,,,,
186,03-18-2025 19:58:57,6.46,62.44,-0.18,,,,
187,03-18-2025 20:08:57,6.29,63.57,-0.10,,,,
188,03-18-2025 20:18:57,6.22,65.64,0.27,,,,
189,03-18-2025 20:28:57,6.28,61.73,-0.51,,,,
190,03-18-2025 20:38:57,6.30,62.31,-0.36,,,,
191,03-18-2025 20:48:57,6.38,63.64,-0.00,,,,
192,03-18-2025 20:58:57,6.49,64.04,0.19,,,,
193,03-18-2025 21:08:57,6.56,64.56,0.37,,,,
194,03-18-2025 21:18:57,6.54,66.38,0.73,,,,
195,03-18-2025 21:28:57,6.51,67.02,0.83,,,,
196,03-18-2025 21:38:57,6.54,66.00,0.65,,,,
197,03-18-2025 21:48:57,6.51,66.08,0.64,,,,
198,03-18-2025 21:58:57,6.48,66.53,0.70,,,,
199,03-18-2025 22:08:57,6.44,65.76,0.51,,,,
200,03-18-2025 22:18:57,6.39,66.57,0.63,,,,
201,03-18-2025 22:28:57,6.31,67.70,0.79,,,,
202,03-18-2025 22:38:57,6.22,68.60,0.88,,,,
203,03-18-2025 22:48:57,6.14,69.84,1.06,,,,
204,03-18-2025 22:58:57,6.02,68.76,0.73,,,,
205,03-18-2025 23:08:57,6.00,69.69,0.89,,,,
206,03-18-2025 23:18:57,5.86,69.90,0.80,,,,
207,03-18-2025 23:28:57,5.70,71.04,0.87,,,,
208,03-18-2025 23:38:57,5.66,70.96,0.81,,,,
209,03-18-2025 23:48:57,5.69,71.74,1.00,,,,
210,03-18-2025 23:58:57,5.80,70.52,0.86,,,,
211,03-19-2025 00:08:57,5.85,70.45,0.90,,,,
212,03-19-2025 00:18:57,5.93,70.45,0.97,,,,
213,03-19-2025 00:28:57,6.00,69.76,0.91,,,,
214,03-19-2025 00:38:57,6.06,69.85,0.98,,,,
215,03-19-2025 00:48:57,6.05,69.06,0.81,,,,
216,03-19-2025 00:58:57,5.99,70.18,0.98,,,,
217,03-19-2025 01:08:57,6.01,70.17,1.00,,,,
218,03-19-2025 01:18:57,6.08,69.88,1.00,,,,
219,03-19-2025 01:28:57,6.06,69.64,0.93,,,,
220,03-19-2025 01:38:57,6.10,69.86,1.02,,,,
221,03-19-2025 01:48:57,6.02,71.46,1.26,,,,
222,03-19-2025 01:58:57,5.98,71.49,1.23,,,,
223,03-19-2025 02:08:57,6.02,70.40,1.05,,,,
224,03-19-2025 02:18:57,6.08,69.52,0.93,,,,
225,03-19-2025 02:28:57,6.12,69.44,0.96,,,,
226,03-19-2025 02:38:57,6.28,68.26,0.87,,,,
227,03-19-2025 02:48:57,6.31,68.75,1.00,,,,
228,03-19-2025 02:58:57,6.26,67.62,0.72,,,,
229,03-19-2025 03:08:57,6.28,69.57,1.14,,,,
230,03-19-2025 03:18:57,6.21,69.01,0.95,,,,
231,03-19-2025 03:28:57,6.22,68.96,0.95,,,,
232,03-19-2025 03:38:57,6.09,70.65,1.17,,,,
233,03-19-2025 03:48:57,6.00,71.35,1.22,,,,
234,03-19-2025 03:58:57,5.99,71.54,1.25,,,,
235,03-19-2025 04:08:57,5.94,71.35,1.16,,,,
236,03-19-2025 04:18:57,5.90,71.64,1.17,,,,
237,03-19-2025 04:28:57,5.79,72.04,1.15,,,,
238,03-19-2025 04:38:57,5.62,73.27,1.22,,,,
239,03-19-2025 04:48:57,5.52,73.05,1.08,,,,
240,03-19-2025 04:58:57,5.55,73.23,1.15,,,,
241,03-19-2025 05:08:57,5.46,74.10,1.22,,,,
242,03-19-2025 05:18:57,5.50,73.36,1.12,,,,
243,03-19-2025 05:28:57,5.52,73.89,1.24,,,,
244,03-19-2025 05:38:57,5.59,73.90,1.30,,,,
245,03-19-2025 05:48:57,5.69,74.32,1.49,,,,
246,03-19-2025 05:58:57,5.76,74.47,1.58,,,,
247,03-19-2025 06:08:57,5.80,74.16,1.56,,,,
248,03-19-2025 06:18:57,5.95,73.36,1.55,,,,
249,03-19-2025 06:28:57,5.99,73.25,1.58,,,,
250,03-19-2025 06:38:57,6.10,73.33,1.69,,,,
251,03-19-2025 06:48:57,6.15,73.39,1.76,,,,
252,03-19-2025 06:58:57,6.19,72.63,1.64,,,,
253,03-19-2025 07:08:57,6.02,75.97,2.12,,,,
254,03-19-2025 07:18:57,5.74,77.86,2.18,,,,
255,03-19-2025 07:28:57,5.55,78.82,2.17,,,,
256,03-19-2025 07:38:57,5.43,79.16,2.12,,,,
257,03-19-2025 07:48:57,5.36,80.60,2.30,,,,
258,03-19-2025 07:58:57,5.21,82.60,2.50,,,,
259,03-19-2025 08:08:57,5.06,84.10,2.60,,,,
260,03-19-2025 08:18:57,5.10,85.60,2.89,,,,
261,03-19-2025 08:28:57,5.11,85.33,2.86,,,,
262,03-19-2025 08:38:57,5.16,85.99,3.01,,,,
263,03-19-2025 08:48:57,5.28,86.40,3.20,,,,
264,03-19-2025 08:58:57,5.54,85.74,3.35,,,,
265,03-19-2025 09:08:57,5.82,85.10,3.52,,,,
266,03-19-2025 09:18:57,5.99,82.90,3.31,,,,
267,03-19-2025 09:28:57,6.19,82.80,3.49,,,,
268,03-19-2025 09:38:57,6.33,83.03,3.66,,,,
269,03-19-2025 09:48:57,6.50,80.66,3.42,,,,
270,03-19-2025 09:58:57,6.61,82.05,3.78,,,,
271,03-19-2025 10:08:57,6.81,80.05,3.61,,,,
272,03-19-2025 10:18:57,7.00,79.95,3.79,,,,
273,03-19-2025 10:28:57,7.25,77.67,3.62,,,,
274,03-19-2025 10:38:57,7.54,76.62,3.70,,,,
275,03-19-2025 10:48:57,7.71,77.41,4.02,,,,
276,03-19-2025 10:58:57,7.92,77.46,4.23,,,,
277,03-19-2025 11:08:57,8.36,77.11,4.60,,,,
278,03-19-2025 11:18:57,8.51,73.61,4.08,,,,
279,03-19-2025 11:28:57,8.28,73.85,3.90,,,,
280,03-19-2025 11:38:57,8.35,72.80,3.77,,,,
281,03-19-2025 11:48:57,8.49,74.41,4.21,,,,
282,03-19-2025 11:58:57,8.41,71.91,3.64,,,,
283,03-19-2025 12:08:57,8.48,68.43,3.01,,,,
284,03-19-2025 12:18:57,8.73,67.94,3.15,,,,
285,03-19-2025 12:28:57,8.59,70.35,3.51,,,,
286,03-19-2025 12:38:57,8.35,71.06,3.42,,,,
287,03-19-2025 12:48:57,7.91,75.58,3.87,,,,
288,03-19-2025 12:58:57,7.34,79.01,3.95,,,,
289,03-19-2025 13:08:57,7.11,79.92,3.88,,,,
290,03-19-2025 13:18:57,7.02,82.30,4.22,,,,
291,03-19-2025 13:28:57,6.88,82.97,4.20,,,,
292,03-19-2025 13:38:57,6.69,85.59,4.45,,,,
293,03-19-2025 13:48:57,6.51,85.52,4.26,,,,
294,03-19-2025 13:58:57,6.56,88.00,4.72,,,,
295,03-19-2025 14:08:57,6.57,88.24,4.77,,,,
296,03-19-2025 14:18:57,6.54,87.99,4.70,,,,
297,03-19-2025 14:28:57,6.59,88.84,4.89,,,,
298,03-19-2025 14:38:57,6.57,88.70,4.85,,,,
299,03-19-2025 14:48:57,6.45,88.62,4.72,,,,
300,03-19-2025 14:58:57,6.51,88.12,4.69,,,,
301,03-19-2025 15:08:57,6.45,87.63,4.56,,,,
302,03-19-2025 15:18:57,6.36,87.27,4.40,,,,
303,03-19-2025 15:28:57,6.29,86.69,4.24,,,,
304,03-19-2025 15:38:57,6.34,86.91,4.32,,,,
305,03-19-2025 15:48:57,6.37,85.71,4.16,,,,
306,03-19-2025 15:58:57,6.45,86.46,4.36,,,,
307,03-19-2025 16:08:57,6.51,86.93,4.49,,,,
308,03-19-2025 16:18:57,6.50,87.32,4.55,,,,
309,03-19-2025 16:28:57,6.42,87.34,4.48,,,,
310,03-19-2025 16:38:57,6.39,87.65,4.50,,,,
311,03-19-2025 16:48:57,6.42,87.39,4.49,,,,
312,03-19-2025 16:58:57,6.36,87.08,4.37,,,,
313,03-19-2025 17:08:57,6.45,86.59,4.39,,,,
314,03-19-2025 17:18:57,6.46,85.43,4.20,,,,
315,03-19-2025 17:28:57,6.42,85.32,4.14,,,,
316,03-19-2025 17:38:57,6.39,85.11,4.08,,,,
317,03-19-2025 17:48:57,6.40,83.67,3.85,,,,
318,03-19-2025 17:58:57,6.44,84.13,3.96,,,,
319,03-19-2025 18:08:57,6.42,84.03,3.93,,,,
320,03-19-2025 18:18:57,6.39,83.99,3.89,,,,
321,03-19-2025 18:28:57,6.33,85.66,4.11,,,,
322,03-19-2025 18:38:57,6.30,84.27,3.85,,,,
323,03-19-2025 18:48:57,6.38,84.89,4.03,,,,
324,03-19-2025 18:58:57,6.34,84.42,3.91,,,,
325,03-19-2025 19:08:57,6.41,83.57,3.84,,,,
326,03-19-2025 19:18:57,6.45,83.27,3.83,,,,
327,03-19-2025 19:28:57,6.57,82.26,3.77,,,,
328,03-19-2025 19:38:57,6.57,81.96,3.72,,,,
329,03-19-2025 19:48:57,6.68,82.94,3.99,,,,
330,03-19-2025 19:58:57,6.59,82.92,3.91,,,,
331,03-19-2025 20:08:57,6.34,85.89,4.15,,,,
332,03-19-2025 20:18:57,6.17,86.54,4.10,,,,
333,03-19-2025 20:28:57,6.05,88.54,4.30,,,,
334,03-19-2025 20:38:57,6.06,88.40,4.29,,,,
335,03-19-2025 20:48:57,6.00,89.02,4.34,,,,
336,03-19-2025 20:58:57,5.93,89.37,4.32,,,,
337,03-19-2025 21:08:57,5.84,90.34,4.39,,,,
338,03-19-2025 21:18:57,5.86,90.00,4.35,,,,
339,03-19-2025 21:28:57,6.00,89.45,4.41,,,,
340,03-19-2025 21:38:57,6.20,89.83,4.66,,,,
341,03-19-2025 21:48:57,6.19,91.94,4.98,,,,
342,03-19-2025 21:58:57,6.19,92.61,5.08,,,,
343,03-19-2025 22:08:57,6.20,93.02,5.16,,,,
344,03-19-2025 22:18:57,6.14,93.24,5.14,,,,
345,03-19-2025 22:28:57,6.15,93.41,5.17,,,,
346,03-19-2025 22:38:57,6.09,93.46,5.12,,,,
347,03-19-2025 22:48:57,6.11,93.50,5.15,,,,
348,03-19-2025 22:58:57,6.05,93.57,5.09,,,,
349,03-19-2025 23:08:57,6.10,93.64,5.16,,,,
350,03-19-2025 23:18:57,6.05,93.66,5.11,,,,
351,03-19-2025 23:28:57,6.08,93.70,5.14,,,,
352,03-19-2025 23:38:57,6.10,93.76,5.18,,,,
353,03-19-2025 23:48:57,6.11,93.85,5.20,,,,
354,03-19-2025 23:58:57,6.05,93.99,5.16,,,,
355,03-20-2025 00:08:57,5.98,94.08,5.11,,,,
356,03-20-2025 00:18:57,5.98,94.24,5.13,,,,
357,03-20-2025 00:28:57,6.01,94.30,5.17,,,,
358,03-20-2025 00:38:57,6.00,94.29,5.16,,,,
359,03-20-2025 00:48:57,5.97,94.23,5.12,,,,
360,03-20-2025 00:58:57,5.96,94.24,5.11,,,,
361,03-20-2025 01:08:57,5.97,94.24,5.12,,,,
362,03-20-2025 01:18:57,6.02,94.31,5.18,,,,
363,03-20-2025 01:28:57,6.09,94.19,5.23,,,,
364,03-20-2025 01:38:57,6.02,94.05,5.14,,,,
365,03-20-2025 01:48:57,5.92,93.89,5.01,,,,
366,03-20-2025 01:58:57,5.80,93.76,4.88,,,,
367,03-20-2025 02:08:57,5.65,93.72,4.72,,,,
368,03-20-2025 02:18:57,5.60,93.59,4.65,,,,
369,03-20-2025 02:28:57,5.54,93.03,4.51,,,,
370,03-20-2025 02:38:57,5.47,92.37,4.33,,,,
371,03-20-2025 02:48:57,5.43,92.29,4.29,,,,
372,03-20-2025 02:58:57,5.35,91.93,4.15,,,,
373,03-20-2025 03:08:57,5.03,92.02,3.84,,,,
374,03-20-2025 03:18:57,4.73,92.01,3.54,,,,
375,03-20-2025 03:28:57,4.41,92.47,3.30,,,,
376,03-20-2025 03:38:57,4.34,92.79,3.28,,,,
377,03-20-2025 03:48:57,4.48,92.36,3.35,,,,
378,03-20-2025 03:58:57,4.76,92.16,3.60,,,,
379,03-20-2025 04:08:57,4.81,91.50,3.55,,,,
380,03-20-2025 04:18:57,4.84,90.69,3.46,,,,
381,03-20-2025 04:28:57,4.89,89.81,3.36,,,,
382,03-20-2025 04:38:57,4.89,90.09,3.40,,,,
383,03-20-2025 04:48:57,4.88,91.09,3.55,,,,
384,03-20-2025 04:58:57,4.76,92.25,3.61,,,,
385,03-20-2025 05:08:57,4.66,92.70,3.59,,,,
386,03-20-2025 05:18:57,4.58,93.03,3.55,,,,
387,03-20-2025 05:28:57,4.51,93.16,3.51,,,,
388,03-20-2025 05:38:57,4.51,93.33,3.53,,,,
389,03-20-2025 05:48:57,4.51,93.52,3.56,,,,
390,03-20-2025 05:58:57,4.51,93.48,3.55,,,,
391,03-20-2025 06:08:57,4.54,93.57,3.60,,,,
392,03-20-2025 06:18:57,4.56,93.74,3.64,,,,
393,03-20-2025 06:28:57,4.61,93.81,3.70,,,,
394,03-20-2025 06:38:57,4.62,93.90,3.73,,,,
395,03-20-2025 06:48:57,4.65,94.01,3.77,,,,
396,03-20-2025 06:58:57,4.58,94.03,3.70,,,,
397,03-20-2025 07:08:57,4.41,94.06,3.54,,,,
398,03-20-2025 07:18:57,4.16,94.12,3.30,,,,
399,03-20-2025 07:28:57,4.06,94.25,3.22,,,,
400,03-20-2025 07:38:57,4.04,94.33,3.21,,,,
401,03-20-2025 07:48:57,4.03,94.40,3.21,,,,
402,03-20-2025 07:58:57,4.21,94.58,3.42,,,,
403,03-20-2025 08:08:57,4.69,94.70,3.92,,,,
404,03-20-2025 08:18:57,5.00,94.69,4.22,,,,
405,03-20-2025 08:28:57,5.19,94.59,4.39,,,,
406,03-20-2025 08:38:57,5.35,94.45,4.53,,,,
407,03-20-2025 08:48:57,5.43,94.23,4.59,,,,
408,03-20-2025 08:58:57,5.53,93.86,4.63,,,,
409,03-20-2025 09:08:57,5.62,93.49,4.65,,,,
410,03-20-2025 09:18:57,5.71,93.21,4.71,,,,
411,03-20-2025 09:28:57,5.86,92.94,4.82,,,,
412,03-20-2025 09:38:57,6.17,93.08,5.15,,,,
413,03-20-2025 09:48:57,6.53,92.50,5.41,,,,
414,03-20-2025 09:58:57,6.48,91.73,5.23,,,,
415,03-20-2025 10:08:57,7.01,92.15,5.83,,,,
416,03-20-2025 10:18:57,7.20,88.97,5.52,,,,
417,03-20-2025 10:28:57,7.20,89.40,5.58,,,,
418,03-20-2025 10:38:57,7.20,88.09,5.37,,,,
419,03-20-2025 10:48:57,7.28,88.44,5.50,,,,
420,03-20-2025 10:58:57,7.45,86.53,5.36,,,,
421,03-20-2025 11:08:57,7.71,85.71,5.47,,,,
422,03-20-2025 11:18:57,8.95,85.01,6.58,,,,
423,03-20-2025 11:28:57,10.42,83.57,7.77,,,,
424,03-20-2025 11:38:57,10.53,80.54,7.33,,,,
425,03-20-2025 11:48:57,10.48,79.16,7.03,,,,
426,03-20-2025 11:58:57,10.09,78.35,6.50,,,,
427,03-20-2025 12:08:57,9.69,78.59,6.16,,,,
428,03-20-2025 12:18:57,9.41,79.67,6.09,,,,
429,03-20-2025 12:28:57,9.06,78.46,5.52,,,,
430,03-20-2025 12:38:57,8.89,79.49,5.54,,,,
431,03-20-2025 12:48:57,8.77,81.71,5.83,,,,
432,03-20-2025 12:58:57,8.68,80.92,5.60,,,,
433,03-20-2025 13:08:57,9.07,79.71,5.76,,,,
434,03-20-2025 13:18:57,9.25,79.68,5.93,,,,
435,03-20-2025 13:28:57,9.30,75.69,5.23,,,,
436,03-20-2025 13:38:57,9.31,76.73,5.44,,,,
437,03-20-2025 13:48:57,9.32,75.32,5.18,,,,
438,03-20-2025 13:58:57,9.30,77.91,5.65,,,,
439,03-20-2025 14:08:57,9.44,77.55,5.72,,,,
440,03-20-2025 14:18:57,9.25,73.72,4.81,,,,
441,03-20-2025 14:28:57,8.95,75.53,4.87,,,,
442,03-20-2025 14:38:57,8.43,75.47,4.35,,,,
443,03-20-2025 14:48:57,7.87,79.62,4.57,,,,
444,03-20-2025 14:58:57,7.19,82.75,4.47,,,,
445,03-20-2025 15:08:57,6.48,85.05,4.15,,,,
446,03-20-2025 15:18:57,6.21,86.32,4.10,,,,
