#,Date-Time (PST/PDT),Temperature   (°C),RH   (%),Dew Point   (°C),Started,Host Connected,End of File
51,06-20-2024 22:56:20,15.80,75.35,11.46,,,
52,06-20-2024 23:06:20,15.57,76.06,11.38,,,
53,06-20-2024 23:16:20,15.37,77.33,11.44,,,
54,06-20-2024 23:26:20,15.21,76.89,11.19,,,
55,06-20-2024 23:36:20,15.03,77.92,11.23,,,
56,06-20-2024 23:46:20,14.89,78.12,11.13,,,
57,06-20-2024 23:56:20,14.80,79.02,11.21,,,
58,06-21-2024 00:06:20,14.71,78.88,11.10,,,
59,06-21-2024 00:16:20,14.65,79.16,11.09,,,
60,06-21-2024 00:26:20,14.59,79.65,11.13,,,
61,06-21-2024 00:36:20,14.56,79.78,11.13,,,
62,06-21-2024 00:46:20,14.48,81.40,11.35,,,
63,06-21-2024 00:56:20,14.45,81.90,11.42,,,
64,06-21-2024 01:06:20,14.38,82.82,11.51,,,
65,06-21-2024 01:16:20,14.30,83.41,11.55,,,
66,06-21-2024 01:26:20,14.23,83.95,11.57,,,
67,06-21-2024 01:36:20,14.18,84.34,11.59,,,
68,06-21-2024 01:46:20,14.12,83.98,11.47,,,
69,06-21-2024 01:56:20,14.05,82.06,11.05,,,
70,06-21-2024 02:06:20,14.00,80.22,10.66,,,
71,06-21-2024 02:16:20,13.95,75.96,9.80,,,
72,06-21-2024 02:26:20,13.82,74.15,9.31,,,
73,06-21-2024 02:36:20,13.70,72.80,8.93,,,
74,06-21-2024 02:46:20,13.51,72.45,8.67,,,
75,06-21-2024 02:56:20,13.49,72.96,8.75,,,
76,06-21-2024 03:06:20,13.36,70.60,8.14,,,
77,06-21-2024 03:16:20,13.31,68.95,7.74,,,
78,06-21-2024 03:26:20,13.25,68.58,7.61,,,
79,06-21-2024 03:36:20,13.22,69.96,7.87,,,
80,06-21-2024 03:46:20,13.08,70.49,7.85,,,
81,06-21-2024 03:56:20,12.97,68.99,7.43,,,
82,06-21-2024 04:06:20,12.85,69.48,7.41,,,
83,06-21-2024 04:16:20,12.79,72.18,7.92,,,
84,06-21-2024 04:26:20,12.64,73.52,8.05,,,
85,06-21-2024 04:36:20,12.51,74.54,8.13,,,
86,06-21-2024 04:46:20,12.42,74.70,8.06,,,
87,06-21-2024 04:56:20,12.36,73.96,7.87,,,
88,06-21-2024 05:06:20,12.28,75.53,8.09,,,
89,06-21-2024 05:16:20,12.26,76.23,8.21,,,
90,06-21-2024 05:26:20,12.25,76.77,8.30,,,
91,06-21-2024 05:36:20,12.38,78.50,8.76,,,
92,06-21-2024 05:46:20,12.46,78.79,8.89,,,
93,06-21-2024 05:56:20,12.70,77.22,8.82,,,
94,06-21-2024 06:06:20,12.79,77.67,9.00,,,
95,06-21-2024 06:16:20,12.93,78.39,9.28,,,
96,06-21-2024 06:26:20,13.18,78.13,9.47,,,
97,06-21-2024 06:36:20,13.48,78.07,9.75,,,
98,06-21-2024 06:46:20,14.05,76.41,9.98,,,
99,06-21-2024 06:56:20,14.83,74.58,10.37,,,
100,06-21-2024 07:06:20,16.20,70.09,10.76,,,
101,06-21-2024 07:16:20,17.58,68.26,11.68,,,
102,06-21-2024 07:26:20,19.02,65.01,12.31,,,
103,06-21-2024 07:36:20,20.44,63.87,13.39,,,
104,06-21-2024 07:46:20,21.81,59.18,13.51,,,
105,06-21-2024 07:56:20,22.87,54.00,13.09,,,
106,06-21-2024 08:06:20,23.77,50.89,13.02,,,
107,06-21-2024 08:16:20,24.79,48.22,13.13,,,
108,06-21-2024 08:26:20,25.71,45.66,13.12,,,
109,06-21-2024 08:36:20,26.30,46.18,13.83,,,
110,06-21-2024 08:46:20,26.96,45.49,14.20,,,
111,06-21-2024 08:56:20,27.57,41.23,13.24,,,
112,06-21-2024 09:06:20,27.45,42.68,13.66,,,
113,06-21-2024 09:16:20,28.26,43.46,14.67,,,
114,06-21-2024 09:26:20,29.32,45.01,16.18,,,
115,06-21-2024 09:36:20,29.95,44.17,16.45,,,
116,06-21-2024 09:46:20,30.79,41.68,16.29,,,
117,06-21-2024 09:56:20,31.38,37.13,15.01,,,
118,06-21-2024 10:06:20,31.93,38.04,15.87,,,
119,06-21-2024 10:16:20,32.77,36.30,15.89,,,
120,06-21-2024 10:26:20,33.29,38.07,17.09,,,
121,06-21-2024 10:36:20,33.51,36.36,16.56,,,
122,06-21-2024 10:46:20,33.37,38.46,17.33,,,
123,06-21-2024 10:56:20,33.61,38.18,17.42,,,
124,06-21-2024 11:06:20,34.30,35.12,16.71,,,
125,06-21-2024 11:16:20,34.90,35.66,17.47,,,
126,06-21-2024 11:26:20,35.53,34.43,17.47,,,
127,06-21-2024 11:36:20,34.63,32.79,15.92,,,
128,06-21-2024 11:46:20,34.33,35.52,16.91,,,
129,06-21-2024 11:56:20,35.11,33.78,16.80,,,
130,06-21-2024 12:06:20,35.87,33.44,17.30,,,
131,06-21-2024 12:16:20,36.10,34.09,17.81,,,
132,06-21-2024 12:26:20,35.93,34.78,17.98,,,
133,06-21-2024 12:36:20,32.91,34.00,14.99,,,
134,06-21-2024 12:46:20,30.06,39.26,14.71,,,
135,06-21-2024 12:56:20,28.85,40.88,14.25,,,
136,06-21-2024 13:06:20,27.69,43.94,14.33,,,
137,06-21-2024 13:16:20,27.10,45.10,14.20,,,
138,06-21-2024 13:26:20,26.77,48.44,15.00,,,
139,06-21-2024 13:36:20,26.06,47.94,14.19,,,
140,06-21-2024 13:46:20,25.65,45.75,13.10,,,
141,06-21-2024 13:56:20,25.59,46.64,13.34,,,
142,06-21-2024 14:06:20,25.24,46.33,12.93,,,
143,06-21-2024 14:16:20,25.23,46.93,13.11,,,
144,06-21-2024 14:26:20,25.32,46.02,12.89,,,
145,06-21-2024 14:36:20,25.05,48.89,13.58,,,
146,06-21-2024 14:46:20,24.93,48.50,13.35,,,
147,06-21-2024 14:56:20,25.22,51.43,14.51,,,
148,06-21-2024 15:06:20,25.68,47.73,13.79,,,
149,06-21-2024 15:16:20,25.80,51.60,15.10,,,
150,06-21-2024 15:26:20,26.04,52.47,15.58,,,
151,06-21-2024 15:36:20,26.67,50.83,15.66,,,
152,06-21-2024 15:46:20,27.25,50.05,15.95,,,
153,06-21-2024 15:56:20,26.58,49.07,15.04,,,
154,06-21-2024 16:06:20,26.01,50.96,15.09,,,
155,06-21-2024 16:16:20,25.43,48.42,13.77,,,
156,06-21-2024 16:26:20,25.63,48.90,14.11,,,
157,06-21-2024 16:36:20,25.47,44.83,12.63,,,
158,06-21-2024 16:46:20,25.08,42.49,11.47,,,
159,06-21-2024 16:56:20,24.90,41.70,11.02,,,
160,06-21-2024 17:06:20,24.73,41.54,10.81,,,
161,06-21-2024 17:16:20,24.59,42.97,11.19,,,
162,06-21-2024 17:26:20,24.33,41.27,10.35,,,
163,06-21-2024 17:36:20,24.28,40.92,10.18,,,
164,06-21-2024 17:46:20,24.34,41.65,10.50,,,
165,06-21-2024 17:56:20,24.08,41.75,10.30,,,
166,06-21-2024 18:06:20,23.79,42.20,10.20,,,
167,06-21-2024 18:16:20,23.56,40.99,9.56,,,
168,06-21-2024 18:26:20,23.18,46.30,11.04,,,
169,06-21-2024 18:36:20,22.94,47.62,11.24,,,
170,06-21-2024 18:46:20,22.78,49.94,11.81,,,
171,06-21-2024 18:56:20,22.48,51.27,11.94,,,
172,06-21-2024 19:06:20,22.20,51.30,11.69,,,
173,06-21-2024 19:16:20,21.63,53.08,11.68,,,
174,06-21-2024 19:26:20,21.23,53.73,11.50,,,
175,06-21-2024 19:36:20,21.06,54.60,11.58,,,
176,06-21-2024 19:46:20,21.06,52.56,11.01,,,
177,06-21-2024 19:56:20,21.04,55.58,11.83,,,
178,06-21-2024 20:06:20,21.08,52.90,11.12,,,
179,06-21-2024 20:16:20,21.15,53.70,11.41,,,
180,06-21-2024 20:26:20,21.03,51.35,10.62,,,
181,06-21-2024 20:36:20,20.86,51.01,10.37,,,
182,06-21-2024 20:46:20,20.71,51.95,10.50,,,
183,06-21-2024 20:56:20,20.48,51.10,10.05,,,
184,06-21-2024 21:06:20,20.37,52.86,10.45,,,
185,06-21-2024 21:16:20,20.18,53.06,10.33,,,
186,06-21-2024 21:26:20,20.24,52.94,10.35,,,
187,06-21-2024 21:36:20,20.24,53.64,10.55,,,
188,06-21-2024 21:46:20,20.11,54.01,10.53,,,
189,06-21-2024 21:56:20,19.96,55.36,10.76,,,
190,06-21-2024 22:06:20,19.68,56.20,10.73,,,
191,06-21-2024 22:16:20,19.53,56.39,10.64,,,
192,06-21-2024 22:26:20,19.44,58.40,11.09,,,
193,06-21-2024 22:36:20,19.38,55.39,10.23,,,
194,06-21-2024 22:46:20,19.37,57.95,10.90,,,
195,06-21-2024 22:56:20,19.08,57.75,10.58,,,
196,06-21-2024 23:06:20,19.32,56.84,10.57,,,
197,06-21-2024 23:16:20,19.90,52.07,9.79,,,
198,06-21-2024 23:26:20,19.98,50.77,9.49,,,
199,06-21-2024 23:36:20,20.02,52.21,9.94,,,
200,06-21-2024 23:46:20,19.83,52.28,9.78,,,
201,06-21-2024 23:56:20,19.95,53.09,10.12,,,
202,06-22-2024 00:06:20,19.88,52.87,10.00,,,
203,06-22-2024 00:16:20,19.81,53.56,10.13,,,
204,06-22-2024 00:26:20,19.77,54.05,10.23,,,
205,06-22-2024 00:36:20,19.66,57.76,11.12,,,
206,06-22-2024 00:46:20,19.42,56.75,10.63,,,
207,06-22-2024 00:56:20,19.43,55.95,10.43,,,
208,06-22-2024 01:06:20,19.48,56.42,10.61,,,
209,06-22-2024 01:16:20,19.44,57.68,10.90,,,
210,06-22-2024 01:26:20,19.36,57.18,10.69,,,
211,06-22-2024 01:36:20,19.25,60.24,11.37,,,
212,06-22-2024 01:46:20,19.05,59.68,11.04,,,
213,06-22-2024 01:56:20,18.93,57.55,10.38,,,
214,06-22-2024 02:06:20,18.74,56.95,10.05,,,
215,06-22-2024 02:16:20,18.63,56.29,9.77,,,
216,06-22-2024 02:26:20,18.52,56.44,9.71,,,
217,06-22-2024 02:36:20,18.29,55.80,9.33,,,
218,06-22-2024 02:46:20,18.19,56.01,9.29,,,
219,06-22-2024 02:56:20,18.17,56.44,9.38,,,
220,06-22-2024 03:06:20,18.12,56.48,9.35,,,
221,06-22-2024 03:16:20,18.02,56.73,9.32,,,
222,06-22-2024 03:26:20,18.02,58.44,9.76,,,
223,06-22-2024 03:36:20,17.95,60.64,10.25,,,
224,06-22-2024 03:46:20,18.04,60.76,10.36,,,
225,06-22-2024 03:56:20,17.94,62.32,10.65,,,
226,06-22-2024 04:06:20,17.65,64.14,10.81,,,
227,06-22-2024 04:16:20,17.49,63.86,10.59,,,
228,06-22-2024 04:26:20,17.48,62.69,10.30,,,
229,06-22-2024 04:36:20,17.47,60.98,9.88,,,
230,06-22-2024 04:46:20,17.44,61.11,9.88,,,
231,06-22-2024 04:56:20,17.34,61.68,9.93,,,
232,06-22-2024 05:06:20,17.23,61.59,9.80,,,
233,06-22-2024 05:16:20,17.07,62.40,9.85,,,
234,06-22-2024 05:26:20,17.06,59.30,9.08,,,
235,06-22-2024 05:36:20,17.06,59.50,9.13,,,
236,06-22-2024 05:46:20,16.96,59.61,9.07,,,
237,06-22-2024 05:56:20,16.96,57.97,8.65,,,
238,06-22-2024 06:06:20,16.96,58.60,8.81,,,
239,06-22-2024 06:16:20,16.89,58.88,8.81,,,
240,06-22-2024 06:26:20,16.88,58.20,8.63,,,
241,06-22-2024 06:36:20,16.84,56.64,8.19,,,
242,06-22-2024 06:46:20,16.80,57.13,8.29,,,
243,06-22-2024 06:56:20,16.79,56.04,7.99,,,
244,06-22-2024 07:06:20,16.93,54.91,7.83,,,
245,06-22-2024 07:16:20,17.18,55.30,8.16,,,
246,06-22-2024 07:26:20,17.80,53.30,8.19,,,
247,06-22-2024 07:36:20,18.27,50.79,7.92,,,
248,06-22-2024 07:46:20,18.25,50.09,7.70,,,
249,06-22-2024 07:56:20,18.64,51.08,8.34,,,
250,06-22-2024 08:06:20,18.54,50.36,8.04,,,
251,06-22-2024 08:16:20,18.59,50.95,8.26,,,
252,06-22-2024 08:26:20,18.64,51.96,8.59,,,
253,06-22-2024 08:36:20,18.66,50.55,8.21,,,
254,06-22-2024 08:46:20,18.41,50.32,7.91,,,
255,06-22-2024 08:56:20,18.25,50.72,7.88,,,
256,06-22-2024 09:06:20,18.18,53.58,8.62,,,
257,06-22-2024 09:16:20,18.06,51.25,7.86,,,
258,06-22-2024 09:26:20,17.94,50.98,7.67,,,
259,06-22-2024 09:36:20,17.87,51.78,7.83,,,
260,06-22-2024 09:46:20,17.87,51.28,7.69,,,
261,06-22-2024 09:56:20,17.90,53.29,8.28,,,
262,06-22-2024 10:06:20,17.75,50.67,7.40,,,
263,06-22-2024 10:16:20,17.85,51.81,7.83,,,
264,06-22-2024 10:26:20,18.06,51.75,8.00,,,
265,06-22-2024 10:36:20,18.06,52.98,8.34,,,
266,06-22-2024 10:46:20,17.99,52.01,8.01,,,
267,06-22-2024 10:56:20,18.24,52.69,8.43,,,
268,06-22-2024 11:06:20,18.53,52.31,8.59,,,
269,06-22-2024 11:16:20,18.62,51.73,8.51,,,
270,06-22-2024 11:26:20,18.76,48.27,7.62,,,
271,06-22-2024 11:36:20,18.65,48.43,7.57,,,
272,06-22-2024 11:46:20,18.94,58.81,10.72,,,
273,06-22-2024 11:56:20,19.14,50.24,8.56,,,
274,06-22-2024 12:06:20,19.37,58.79,11.12,,,
275,06-22-2024 12:16:20,19.83,52.62,9.88,,,
276,06-22-2024 12:26:20,19.54,48.71,8.47,,,
277,06-22-2024 12:36:20,19.96,51.50,9.68,,,
278,06-22-2024 12:46:20,19.89,47.98,8.57,,,
279,06-22-2024 12:56:20,19.89,48.47,8.72,,,
280,06-22-2024 13:06:20,20.32,47.24,8.73,,,
281,06-22-2024 13:16:20,20.85,47.67,9.34,,,
282,06-22-2024 13:26:20,21.59,49.84,10.69,,,
283,06-22-2024 13:36:20,21.90,46.13,9.82,,,
284,06-22-2024 13:46:20,21.51,48.45,10.20,,,
285,06-22-2024 13:56:20,21.19,48.50,9.92,,,
286,06-22-2024 14:06:20,21.09,48.67,9.88,,,
287,06-22-2024 14:16:20,20.75,49.49,9.82,,,
288,06-22-2024 14:26:20,20.63,50.62,10.05,,,
289,06-22-2024 14:36:20,20.43,59.66,12.33,,,
290,06-22-2024 14:46:20,20.26,63.46,13.12,,,
291,06-22-2024 14:56:20,19.86,64.10,12.89,,,
292,06-22-2024 15:06:20,19.96,70.81,14.52,,,
293,06-22-2024 15:16:20,20.58,62.76,13.25,,,
294,06-22-2024 15:26:20,20.57,63.96,13.53,,,
295,06-22-2024 15:36:20,19.83,62.61,12.50,,,
296,06-22-2024 15:46:20,19.31,69.83,13.69,,,
297,06-22-2024 15:56:20,18.84,68.11,12.85,,,
298,06-22-2024 16:06:20,18.72,68.25,12.77,,,
299,06-22-2024 16:16:20,18.54,69.22,12.81,,,
300,06-22-2024 16:26:20,18.74,66.48,12.39,,,
301,06-22-2024 16:36:20,19.03,66.12,12.58,,,
302,06-22-2024 16:46:20,19.16,66.48,12.79,,,
303,06-22-2024 16:56:20,19.10,65.02,12.39,,,
304,06-22-2024 17:06:20,19.45,60.99,11.75,,,
305,06-22-2024 17:16:20,19.52,60.07,11.58,,,
306,06-22-2024 17:26:20,19.50,58.11,11.06,,,
307,06-22-2024 17:36:20,19.83,58.02,11.35,,,
308,06-22-2024 17:46:20,19.52,60.67,11.73,,,
309,06-22-2024 17:56:20,19.55,59.15,11.38,,,
310,06-22-2024 18:06:20,19.53,62.23,12.13,,,
311,06-22-2024 18:16:20,19.92,59.89,11.92,,,
312,06-22-2024 18:26:20,19.77,59.44,11.66,,,
313,06-22-2024 18:36:20,19.92,59.81,11.90,,,
314,06-22-2024 18:46:20,20.25,63.49,13.11,,,
315,06-22-2024 18:56:20,20.01,60.89,12.25,,,
316,06-22-2024 19:06:20,19.75,58.97,11.52,,,
317,06-22-2024 19:16:20,19.54,62.09,12.10,,,
318,06-22-2024 19:26:20,19.20,62.09,11.78,,,
319,06-22-2024 19:36:20,19.02,62.01,11.60,,,
320,06-22-2024 19:46:20,18.81,62.93,11.62,,,
321,06-22-2024 19:56:20,18.73,61.69,11.25,,,
322,06-22-2024 20:06:20,18.76,63.06,11.60,,,
323,06-22-2024 20:16:20,18.80,62.96,11.62,,,
324,06-22-2024 20:26:20,18.83,64.69,12.06,,,
325,06-22-2024 20:36:20,18.59,64.44,11.77,,,
326,06-22-2024 20:46:20,18.20,67.14,12.02,,,
327,06-22-2024 20:56:20,17.92,66.59,11.63,,,
328,06-22-2024 21:06:20,17.73,67.77,11.71,,,
329,06-22-2024 21:16:20,17.56,68.66,11.75,,,
330,06-22-2024 21:26:20,17.40,67.76,11.40,,,
331,06-22-2024 21:36:20,17.22,68.60,11.41,,,
332,06-22-2024 21:46:20,16.89,69.88,11.38,,,
333,06-22-2024 21:56:20,16.82,70.21,11.38,,,
334,06-22-2024 22:06:20,16.75,69.51,11.16,,,
335,06-22-2024 22:16:20,16.66,69.28,11.03,,,
336,06-22-2024 22:26:20,16.33,71.18,11.12,,,
337,06-22-2024 22:36:20,15.91,72.53,11.00,,,
338,06-22-2024 22:46:20,15.76,73.62,11.08,,,
339,06-22-2024 22:56:20,15.88,73.46,11.16,,,
340,06-22-2024 23:06:20,15.62,72.85,10.79,,,
341,06-22-2024 23:16:20,15.77,74.56,11.28,,,
342,06-22-2024 23:26:20,15.46,75.21,11.11,,,
343,06-22-2024 23:36:20,15.27,75.52,10.99,,,
344,06-22-2024 23:46:20,15.00,76.50,10.92,,,
345,06-22-2024 23:56:20,14.97,76.46,10.88,,,
346,06-23-2024 00:06:20,14.96,76.86,10.95,,,
347,06-23-2024 00:16:20,14.79,76.36,10.69,,,
348,06-23-2024 00:26:20,14.59,77.22,10.67,,,
349,06-23-2024 00:36:20,14.84,75.21,10.51,,,
350,06-23-2024 00:46:20,14.74,77.33,10.83,,,
351,06-23-2024 00:56:20,14.62,78.89,11.01,,,
352,06-23-2024 01:06:20,14.50,80.53,11.20,,,
353,06-23-2024 01:16:20,14.42,79.85,11.00,,,
354,06-23-2024 01:26:20,14.26,80.01,10.88,,,
355,06-23-2024 01:36:20,13.94,81.16,10.78,,,
356,06-23-2024 01:46:20,13.77,82.61,10.88,,,
357,06-23-2024 01:56:20,13.70,79.58,10.25,,,
358,06-23-2024 02:06:20,13.67,80.43,10.38,,,
359,06-23-2024 02:16:20,13.31,81.53,10.23,,,
360,06-23-2024 02:26:20,12.97,83.96,10.34,,,
361,06-23-2024 02:36:20,12.84,84.61,10.32,,,
362,06-23-2024 02:46:20,13.11,79.74,9.71,,,
363,06-23-2024 02:56:20,13.36,78.00,9.62,,,
364,06-23-2024 03:06:20,13.43,77.99,9.68,,,
365,06-23-2024 03:16:20,13.63,74.28,9.15,,,
366,06-23-2024 03:26:20,13.64,74.49,9.20,,,
367,06-23-2024 03:36:20,13.49,75.70,9.30,,,
368,06-23-2024 03:46:20,13.14,77.59,9.32,,,
369,06-23-2024 03:56:20,12.90,79.45,9.44,,,
370,06-23-2024 04:06:20,12.65,79.96,9.30,,,
371,06-23-2024 04:16:20,12.38,79.81,9.01,,,
372,06-23-2024 04:26:20,12.17,82.05,9.21,,,
373,06-23-2024 04:36:20,11.90,82.43,9.02,,,
374,06-23-2024 04:46:20,12.14,82.26,9.22,,,
375,06-23-2024 04:56:20,11.89,82.39,9.00,,,
376,06-23-2024 05:06:20,11.79,83.31,9.07,,,
377,06-23-2024 05:16:20,11.76,84.15,9.19,,,
378,06-23-2024 05:26:20,12.00,84.09,9.41,,,
379,06-23-2024 05:36:20,12.57,81.01,9.41,,,
380,06-23-2024 05:46:20,13.15,78.44,9.49,,,
381,06-23-2024 05:56:20,13.32,81.20,10.18,,,
382,06-23-2024 06:06:20,13.59,76.35,9.52,,,
383,06-23-2024 06:16:20,13.88,74.97,9.53,,,
384,06-23-2024 06:26:20,14.04,73.68,9.43,,,
385,06-23-2024 06:36:20,14.09,75.04,9.75,,,
386,06-23-2024 06:46:20,14.12,77.06,10.18,,,
387,06-23-2024 06:56:20,14.24,76.99,10.28,,,
388,06-23-2024 07:06:20,14.40,77.14,10.46,,,
389,06-23-2024 07:16:20,14.53,75.38,10.24,,,
390,06-23-2024 07:26:20,14.71,74.89,10.32,,,
391,06-23-2024 07:36:20,14.83,75.39,10.53,,,
392,06-23-2024 07:46:20,14.88,72.86,10.07,,,
393,06-23-2024 07:56:20,15.18,73.68,10.53,,,
394,06-23-2024 08:06:20,15.25,71.11,10.06,,,
395,06-23-2024 08:16:20,15.44,73.16,10.67,,,
396,06-23-2024 08:26:20,15.52,67.38,9.51,,,
397,06-23-2024 08:36:20,15.71,70.49,10.37,,,
398,06-23-2024 08:46:20,15.95,69.27,10.34,,,
399,06-23-2024 08:56:20,15.99,69.22,10.37,,,
400,06-23-2024 09:06:20,16.89,66.82,10.70,,,
401,06-23-2024 09:16:20,18.15,65.32,11.56,,,
402,06-23-2024 09:26:20,18.81,62.76,11.58,,,
403,06-23-2024 09:36:20,19.03,60.48,11.23,,,
404,06-23-2024 09:46:20,19.11,60.50,11.31,,,
405,06-23-2024 09:56:20,19.36,59.79,11.36,,,
406,06-23-2024 10:06:20,19.71,58.94,11.48,,,
407,06-23-2024 10:16:20,19.55,60.47,11.71,,,
408,06-23-2024 10:26:20,19.62,57.29,10.97,,,
409,06-23-2024 10:36:20,19.70,61.04,12.00,,,
410,06-23-2024 10:46:20,20.06,59.02,11.83,,,
411,06-23-2024 10:56:20,20.72,58.07,12.20,,,
412,06-23-2024 11:06:20,21.76,52.39,11.60,,,
413,06-23-2024 11:16:20,21.64,55.52,12.37,,,
414,06-23-2024 11:26:20,21.42,53.11,11.49,,,
415,06-23-2024 11:36:20,21.38,56.26,12.34,,,
416,06-23-2024 11:46:20,22.05,50.66,11.36,,,
417,06-23-2024 11:56:20,21.83,53.17,11.89,,,
418,06-23-2024 12:06:20,21.43,49.91,10.56,,,
419,06-23-2024 12:16:20,21.08,55.84,11.94,,,
420,06-23-2024 12:26:20,21.74,50.67,11.08,,,
421,06-23-2024 12:36:20,22.71,49.44,11.60,,,
422,06-23-2024 12:46:20,21.79,53.85,12.05,,,
423,06-23-2024 12:56:20,22.56,49.47,11.48,,,
424,06-23-2024 13:06:20,21.94,49.65,10.96,,,
425,06-23-2024 13:16:20,21.61,46.13,9.55,,,
426,06-23-2024 13:26:20,21.52,48.96,10.36,,,
427,06-23-2024 13:36:20,21.70,50.16,10.90,,,
428,06-23-2024 13:46:20,21.42,48.42,10.10,,,
429,06-23-2024 13:56:20,21.23,52.01,11.01,,,
430,06-23-2024 14:06:20,20.50,49.29,9.53,,,
431,06-23-2024 14:16:20,20.83,52.53,10.78,,,
432,06-23-2024 14:26:20,20.72,54.70,11.29,,,
433,06-23-2024 14:36:20,21.39,57.21,12.60,,,
434,06-23-2024 14:46:20,21.20,52.39,11.09,,,
435,06-23-2024 14:56:20,21.22,53.36,11.38,,,
436,06-23-2024 15:06:20,20.79,53.02,10.89,,,
437,06-23-2024 15:16:20,20.14,56.40,11.21,,,
438,06-23-2024 15:26:20,19.72,57.42,11.09,,,
439,06-23-2024 15:36:20,20.42,54.49,10.95,,,
440,06-23-2024 15:46:20,20.57,54.60,11.12,,,
441,06-23-2024 15:56:20,20.86,56.30,11.85,,,
442,06-23-2024 16:06:20,20.56,57.00,11.76,,,
443,06-23-2024 16:16:20,20.35,53.24,10.54,,,
444,06-23-2024 16:26:20,19.84,57.31,11.17,,,
445,06-23-2024 16:36:20,19.41,59.56,11.35,,,
446,06-23-2024 16:46:20,19.26,60.58,11.47,,,
447,06-23-2024 16:56:20,19.52,59.10,11.34,,,
448,06-23-2024 17:06:20,19.69,59.20,11.52,,,
449,06-23-2024 17:16:20,19.68,59.33,11.54,,,
450,06-23-2024 17:26:20,19.61,57.46,11.00,,,
451,06-23-2024 17:36:20,19.45,57.24,10.79,,,
452,06-23-2024 17:46:20,19.61,59.89,11.63,,,
453,06-23-2024 17:56:20,19.23,61.90,11.76,,,
454,06-23-2024 18:06:20,18.93,61.01,11.26,,,
455,06-23-2024 18:16:20,18.63,61.65,11.14,,,
456,06-23-2024 18:26:20,18.20,65.32,11.60,,,
457,06-23-2024 18:36:20,18.19,63.87,11.25,,,
458,06-23-2024 18:46:20,18.20,65.64,11.68,,,
459,06-23-2024 18:56:20,18.30,63.37,11.25,,,
460,06-23-2024 19:06:20,18.11,64.07,11.23,,,
461,06-23-2024 19:16:20,17.81,66.90,11.60,,,
462,06-23-2024 19:26:20,17.54,64.82,10.87,,,
463,06-23-2024 19:36:20,17.31,68.21,11.41,,,
